loc,lon,lat
seymour street portman square,-0.1565219,51.5150608
shaftesbury avenue w,-0.1292612,51.5131771
shaftsburv avenue w,-0.1292612,51.5131771
shakespeare,-92.3370863,38.9061402
shasta,-121.8474493,40.7908864
sheffield,-1.470085,53.381129
sherborne lane b,-98.616762,29.6564648
sherbrooke,-71.8929107,45.4041718
shiddarhalli s and lakavalli,75.6530523,13.7013434
shieldneld lane newc,-1.5983081,54.9766494
shirland road w,-89.1706128,42.4485591
shoe lane engineer share,-0.1063826,51.5162811
shortland street auckland n,174.7682495,-36.8469597
siam,100.992541,15.870032
siberia,99.1966559,61.0137097
sicilian avenue w,-0.1212968,51.5184852
sierra,-96.1247847,41.294441
silver street hull,-0.3338587,53.7428379
silver street lincoln,-0.538407,53.2299429
silverton,-107.6645057,37.811941
silverwell street bolton lanes,-2.4248645,53.5785944
simmonds street jnhannesbnrz,28.0393431,-26.2028853
simmonds street johannesburg,28.0393431,-26.2028853
sinaloa,-107.4795173,25.1721091
six s on which,-80.5441498,43.4947165
slocan district,-117.46992,49.762993
slreet square k,-75.7148036,39.8425525
smelter at chihuahua,-106.0691004,28.6329957
smelter at hayden that company having,-110.7830679,33.0088354
smelter at mandalay smelting commenced,96.0891032,21.9588282
smelters at cobar and,145.8388597,-31.495761
smelters at el paso a,-106.4850217,31.7618778
smelters at el paso a concentrating,-106.4850217,31.7618778
smelters at liege the return was,5.5796662,50.6325574
smhooorrteland street auckland n,174.7682495,-36.8469597
smith street durban,31.0239595,-29.8594683
smith street guernsey,-2.5366933,49.4568478
smith street s,-73.6536175,41.0097474
smuggler,-118.3333977,34.0860564
snfiolk lane l,-0.089278,51.5107173
snftolk street pall mall s,-0.130309,51.5079742
snowshoe,-79.9975177,38.4132303
so far from the coast,-95.712891,37.09024
socorro,-106.8914159,34.0583995
sombrerete,-103.6391657,23.6342457
some s of country,-95.712891,37.09024
some s on the,-76.9797946,38.8655581
somerset,-2.9262307,51.105097
sonora,-110.3308814,29.2972247
soutbempton street high holborn w,-0.1192532,51.5176953
south africa,22.937506,-30.559482
south of the farm mooifontein,29.85,-26.9
south of the jos tin,8.8583309,9.8965273
south square gray s inn,-0.1124208,51.5184068
south street david street,-3.1935645,55.952946
south street finsbury e,-0.0887515,51.5203001
south street park lane,-0.1537921,51.5079655
south street st,-80.9026975,40.0759104
south street w,-86.1069548,33.4319216
southamdtou street holborn w,-0.1221908,51.5110989
southamoton street strand w,-71.064521,42.3310002
southampton street bloomsbury w,-0.1221908,51.5110989
southampton street h b ru,-71.064521,42.3310002
southampton street hieh uolborn w,-71.064521,42.3310002
southampton street high,-72.399566,40.892163
southampton street high holborn w,-0.1221908,51.5110989
southampton street hnl nsrn w,-157.8583333,21.3069444
southampton street holbnrn,-0.1221908,51.5110989
southampton street holbom w,-0.1221908,51.5110989
southampton street holborn w,-0.1221908,51.5110989
southampton street hollxirn w,-71.064521,42.3310002
southampton street strand w,-71.064521,42.3310002
southampton street w,-0.1221908,51.5110989
southamptou street holboru w,-0.1221908,51.5110989
southlands road bickley is a,0.0373002,51.3956329
southsmptcn street holborn w c,-0.1153734,51.5169531
spain,-3.74922,40.463667
spokane,-117.4260465,47.6587802
spon lane colliery company limited,-1.9917486,52.5121004
springfield,-89.6501481,39.7817213
square feet or,-84.364209,33.758901
square milcs of,-95.712891,37.09024
stafford street edinburgh,-3.2114298,55.9497591
staffordshire,-2.0571868,52.8792745
stamford road n,-73.5436387,41.137862
stanford,-122.169719,37.4274745
stanhope,-78.6766374,35.7893925
stanislaus,-120.9876321,37.5090711
stanley road woodford bhares,0.0165993,51.5985866
stanly,-80.2321313,35.3014554
stanly connty,-80.2321313,35.3014554
stannard road shares,-72.2142686,44.5422759
stansty,-3.0039342,53.05897
station road dcepcar near sheflield,-1.5621361,53.4784584
station road port talbot,-3.781941,51.5943689
station road port talbot glam,-3.781941,51.5943689
station street buildings,-123.5082713,48.4454094
station street port talbot,-3.781941,51.5943689
stebbington street n,-85.9243646,39.8854053
stephens avenue briato,-2.596261,51.4541498
sterndale road w,-0.2197512,51.4979021
stirling,-3.9369029,56.1165227
stle street liverpool,-2.9907395,53.4061593
stockdale street kimberley,24.762297,-28.736789
stockdale street kimberley cape colony,24.762297,-28.736789
stockett,-112.09917,33.707972
stockholm,18.0685808,59.3293235
stockwell avenue s,-93.0177821,30.2349859
strand road calcutta,88.3444623,22.5719916
strathleven road brixton s,-0.1255091,51.457666
street avenue b,-73.9807682,40.7256804
street avenue e,-98.3149912,29.5129651
sttlbiwn road port talbot,-3.784097,51.5946799
stuart square cardifi,-3.1677148,51.4651898
stuart square cardifl,-3.1677148,51.4651898
stuart street ducks in,-71.079541,42.3472896
suffolk lane b,-76.5863318,36.7706314
suffolk lane cannon street b,-0.089278,51.5107173
suffolk street pall mall s,-0.130309,51.5079742
sufiolk lane ec,-0.089278,51.5107173
suflolk street pall mall,-0.130309,51.5079742
sumatra,101.3431058,-0.589724
sunbeam gulch,-105.363882,40.0405415
sunderland terrace w,-0.1907345,51.5169344
sussex,-88.2220372,43.1338972
sutherland avenue share,-83.9722001,35.9500972
sutter,-94.3135132,37.0905098
swallow street w,-93.3216687,37.1361484
swansea,-3.943646,51.62144
swazieland,31.465866,-26.522503
sweden,18.643501,60.128161
swinton street argyle scpiare,-0.1222517,51.5290576
swithin lane b,-80.6616873,28.1760689
swithina lane e,-76.5090936,39.0162624
switzerland,8.227512,46.818188
sydney,151.2092955,-33.8688197
syracuse,-76.1474244,43.0481221
t he estuary of,-86.8158773,36.1451286
tacoma,-122.4442906,47.2528768
taining square fathoms and being,-0.0857881,51.5197093
talbot road w,-82.4635933,42.0948638
tangier,-5.8339543,35.7594651
tasmania,145.9706647,-41.4545196
tavistock street w,-0.1205197,51.5120986
tay street perth,-3.4256329,56.3951957
telegraph street b,-96.839765,32.732577
telluride,-107.8122852,37.9374939
temple,-95.6273972,37.0421218
ten s south of,-95.9239656,36.047648
tennison road south norwood,-0.0783797,51.3934808
terrell,-96.2752569,32.7359626
teviot street bromley e,-0.0105503,51.5190913
texas,-99.9018131,31.9685988
thames street b,-71.3143385,41.4783385
that part of burma,95.955974,21.916221
the avenue acre lane brixton,-0.122205,51.4597343
the avenue gipsy hill s,-0.0835265,51.4238202
the avenue kidsgrove stoke,-2.2427607,53.0851722
the avenue upper norwood s,-94.4405856,39.0710454
the banks of the,-96.971169,37.690032
the barrier ranges,141.4166667,-31.4166667
the bauchi plateau in,9.0833,9.5667
the bauchi province,9.8236533,10.3009641
the boksburg district,28.2409671,-26.2325897
the bultfontein,26.1477598,-28.2750463
the carihoo district,-123.4553619,52.4031805
the carrington,-89.7025588,35.0381977
the centre of the,-95.9915346,36.1568902
the charters towers gold,146.2601362,-20.0769637
the chontales,-85.1894045,11.9394717
the collingwood district,-75.0672424,39.9121533
the coolgardie district of,121.1759269,-30.9542738
the coromandel district,175.4981278,-36.761287
the county of,-117.8753858,33.7511884
the county of union,-74.2883536,40.6595001
the crocodile river,31.8132937,-25.3649802
the dan o connell,-72.6570892,42.163414
the de kaap district,18.4194447,-33.9154021
the department of ariege,1.443469,42.9326292
the departments of the,-94.8823784,47.4734872
the dharwar goldfield,75.007808,15.4589236
the district marabastad,28.1758982,-25.7394229
the district of aroa,-68.8928558,10.4312095
the district of barkly,24.5197,-28.5367509
the district of burnett,-98.2119851,30.7571425
the district of de,-94.7835376,38.9698106
the district of el,-96.8513173,37.8160366
the district of heilbron,27.9834738,-27.2819782
the district of huarochiri,-76.3805718,-11.8419438
the district of kamaman,103.3638015,4.2338358
the district of maldon,0.8103068,51.7228126
the district of santa,-117.8676129,33.7479491
the districts of lydenburg,30.447285,-25.0815817
the east rand,28.3461948,-26.1777025
the east slope of,-111.30821,45.260084
the eastern portion of,-95.712891,37.09024
the eastern slope of,-71.129573,44.054479
the estuary of the,-75.5496814,39.7353113
the etheridge,-89.0511347,36.4112831
the farm armeide,4.9544736,51.9519181
the farm boodepoort no,27.9014654,-26.1201355
the farm roodopoort no,28.4675406,-28.4091601
the farms driefontein and,28.036423,-26.0898358
the fork of the,-80.0041577,43.8250707
the frias property,-106.8158329,39.186813
the gold fieid of,-117.2357131,37.7084481
the gold hill mining,-80.343718,35.5129693
the goldfield of charters,-116.9721347,32.8097639
the government township otto s,-86.2361744,43.5181374
the guacipati,-61.8935844,7.4715408
the heart of the,-93.2535065,44.9486264
the heidelberg,-92.32747,38.9468309
the humboldt district of,-123.8695086,40.7450055
the irkutsk province of,104.2890222,52.2854834
the ivory coast,-5.54708,7.539989
the jagersfontcin diamond mine,25.4219154,-29.7617588
the judicial district of,-97.339162,37.6941879
the junction of the,-82.2254273,35.1143793
the kampar river in,102.1676096,0.3468788
the karkaralinsk and,75.4772753,49.4129509
the klerksdorp district,26.6317514,-26.8598225
the klip river and,28.0699835,-26.4999815
the kolar district,78.2020387,13.1770316
the kolar gold fields,78.2710336,12.9585136
the kollegal taluk,77.1111214,12.1536786
the lands of signor,-97.7572653,30.336409
the lands of the,-96.718413,35.7797
the leeswood cannel district,-3.088146,53.129871
the llantwit district,-3.485246,51.409259
the lydenburg,30.447285,-25.0815817
the lydenburg district,30.447285,-25.0815817
the main reef,-89.0768127,42.3114034
the mansn nquanta district,-1.8866802,6.4696004
the middle of a,-85.975893,39.41988
the mines of the cape,-74.8324855,39.099186
the municipality of soyopa,-109.6346496,28.7630272
the neighl ourhood of,-71.0117002,42.2540007
the new diamond,-2.659578,56.731312
the north kaap,21.8568586,-29.0466808
the north side of,-80.0069979,40.4572913
the northern slope of,-84.8857301,39.1474575
the parish of,-95.9722355,36.1400664
the parish of gwennap,-5.1709698,50.2176626
the parish of llanbadarnfawr,-3.3263488,52.2826679
the parish of tavistock,-4.1455408,50.5486972
the parishes of towednack,-5.5220293,50.1893151
the province of coruna,-8.411594,43.3623364
the queens reef and queens,-73.8424206,40.7195414
the red mountain district,-111.6629875,33.4371128
the river guapi,-77.8357377,2.5468822
the road and in the,-88.3333186,42.8643173
the road from the coast,-71.4553614,41.4303168
the road to delagoa bay,32.7633036,-26.0828425
the rustenberg district,27.255854,-25.6544483
the s block the,-90.124274,29.9991958
the s ceded to,-95.712891,37.09024
the sacramento,-121.4943996,38.5815719
the same district,37.8087693,-4.1336927
the santa eulalia,1.5350964,38.9852753
the santa eulalia district,-105.8865683,28.5954969
the south bank of,-0.1116764,51.503728
the south kaap,18.4240553,-33.9248685
the south of the,-79.309315,34.497644
the southern end of,-76.1563346,39.892004
the southern portion of,-95.712891,37.09024
the square blaenan festiniog merioneth,-3.9406783,52.9935324
the square castlecorner co,-7.208316,52.805528
the square shrewsbury,-2.7541551,52.7075552
the state of cauca,-76.8259652,2.7049813
the state of north,-101.0020119,47.5514926
the sungci jingah,114.6079442,-3.3008573
the sungei,103.7245442,1.4479987
the terrace hounslow share,-0.373149,51.4609218
the terrace to ft,-80.1377119,26.1249691
the toad mountain,-117.3286111,49.4127777
the town of bronghton,-77.5755852,43.1265061
the townships of astley,-2.450043,53.501007
the urals,59.1619065,60.2784931
the vaal river,26.5129174,-27.3936728
the vabba,-118.2830422,34.072057
the waterberg district,28.299435,-23.9747849
the west mountain mining,-123.1153838,49.2847573
the westerly end,-71.8104348,41.3568704
the witpoortjee estate,27.8251344,-26.172317
the witwatersrandt main reef,27.8486571,-25.7855464
the wynaad district of,76.1319953,11.6853575
the yabba,-81.7972119,26.1418467
tho district of pot,-77.0368707,38.9071923
tho south illtlt,-80.250452,36.043849
thomgate road st,-77.6520549,37.51376
thrcsdneedlo street so,-0.0862049,51.5141218
threadneedlc street ex,-0.0862049,51.5141218
threadneedle street b,-0.0862049,51.5141218
threadneedle street e c,-0.13198,51.528774
threadneedle street london,-0.0862049,51.5141218
threadneedle street stock broker shares,-0.084817,51.514135
three s at jicaro,-85.9014985,11.8863268
three s in cardiganshire,-3.9321256,52.2191429
three s lower wassau,-89.6301221,44.9591352
three s of this,-80.6484603,40.9543914
throgmerton street b,-0.0866783,51.5148473
throgmorwn avenue ec,-0.1319797,51.5287743
thunder,-97.3461849,37.6797278
tichborne street highfields leicester is,-1.1199592,52.6294761
tintic,-112.1045788,39.9591678
tissington street rotherhithe shorthand writer,-1.7387458,53.0676573
tissingtou street s,-1.7387458,53.0676573
tltltll street westminster s,-83.0965425,34.6648197
tnrozmnrton street e,-81.3085069,29.884285
to the north of the,-96.7668897,46.8753166
to the south of pigg,-86.4430923,32.4519729
to the west of the,-95.712891,37.09024
to tho south of the,-95.712891,37.09024
toad mountain,-117.3286111,49.4127777
tokio,139.7690174,35.6803997
toledo,-83.5378674,41.6528052
tollington road holloway n,-0.1170785,51.5561298
tombstone,-110.0675764,31.7128683
tonopah,-117.2305861,38.069211
tooele,-112.29828,40.5307776
tooiey street s,-0.0807159,51.5037001
topeka,-95.6751576,39.0473451
toronto,-79.3831843,43.653226
torphichen street edinburgh,-3.2138043,55.9470034
torpliirhen street edinburgh,-3.188267,55.953252
torres,-95.617479,36.317293
tothill street s,-0.1310623,51.4997114
tourney road fulham solicitor share,-0.194838,51.479432
tower street e c,-0.0815071,51.510019
tower street london,-0.1275769,51.5131201
township,-95.7510475,37.0510372
trafalgar square qc,-0.128069,51.508039
transvaal,-81.1830974,43.2325617
transylvania,25.2223974,46.1840561
trcbovir road s,-0.1953949,51.4913942
treadwell,-73.960838,40.761481
tregunter road s,-0.1852793,51.4871681
trenton,-74.759717,40.2205824
trinidad,-61.222503,10.691803
tronville road balham s,-0.1494105,51.4439889
tsumeb,17.728092,-19.2443226
ttareadneedlc street k,-95.6111281,29.7810589
tucson,-110.9747108,32.2226066
tudor street e,-117.8941271,34.1008081
tui creek te aroha,175.7293795,-37.5259121
tuolumne,-119.9740534,38.029655
tuolumue county,-119.9740534,38.029655
turkey,35.243322,38.963745
twelve s and are,-75.8266131,39.8227065
twelve s on tarkwa,-1.9930466,5.301832
twelve s on the,-75.8266131,39.8227065
two and a half,-80.9825393,43.3651092
two miles from la,-117.8848227,33.6841755
two miles north of ma,-70.7674593,42.1328952
two miles north of maesteg,-3.660466,51.608562
two s axim district,-2.240888,4.8665091
two s we sank,-95.712891,37.09024
two s west of,-95.712891,37.09024
tynevale terrace gatebhend,-1.716648,54.9793362
tynevale terrace gateshead,-1.6217778,54.953196
tynevsle terrace gateshead,-1.6217778,54.953196
tyrwhitt road brockley secretary to,-0.0243941,51.4650144
uakles road southgate road n,-0.0845626,51.5425584
uargreavee street burnley,-2.2445924,53.7886171
uchurch street b,-87.9045745,30.5224057
uilliokham street s,-0.0771637,53.5623545
union road north shields,-1.4343094,55.0103349
union street burton,-1.6351806,52.8028124
union street iverpool,-2.9947902,53.4087736
union street s,-80.564765,35.392857
united kingdom,-3.435973,55.378051
united states,-95.712891,37.09024
unzon street aberdeen,-2.1031362,57.1453481
upland road east dulwichjlc,-76.4826147,42.4659102
upon dog creek,-99.2537044,40.0614003
upon the eastern portion of,-95.712891,37.09024
upon the farm,-124.3666915,49.2896361
upon the river,-81.2186457,34.7058899
upper avenue road n,151.2352916,-33.8351265
upper terrace of el dorado,-73.9673673,40.7882268
uracochurch street s,-0.0850996,51.5119496
urrey street strand w,-0.1157443,51.5124541
usrt square cardifl,-3.17909,51.481581
valdez,-146.3483334,61.1308333
valentine road brixton clerk,-0.1156148,51.4612794
valley,-94.6474474,36.835068
valparaiso,-87.0611412,41.4730948
vancouver,-123.1207375,49.2827291
vartrv road n,-0.0807207,51.5759136
vcntersberg road station winberg district,27.1323579,-28.0964966
venezuela,-66.58973,6.42375
ventanas,-95.7062586,37.2245745
ventersburg road station in,27.1323579,-28.0964966
verkhotursk and tcherdyn districts,133.3993398,67.5505925
vermont,-72.5778415,44.5588028
vernhe udinsky district of,103.7550344,55.2483048
very near to the concessions,-82.3447494,27.4039936
vesuvius,14.4289058,40.822383
victoris street s,-77.3084188,44.4713896
vienna,16.3738189,48.2081743
vincent square mansions s,-0.1372768,51.4931789
vincent street g asgow,-4.2660625,55.8625832
vincent street gla,-4.2660625,55.8625832
vincent street glascow,-4.2660625,55.8625832
vine street lambeth clerk,-0.1178424,51.4935082
vinoent street glaagow,-4.2660625,55.8625832
viotoria street b,-95.2364737,38.9397205
viotoria street s,-93.1364289,44.9428613
voch street dunedin new zeslnnd,170.5342996,-45.8492314
vulcan,-86.795537,33.4917
w. richards water street,-93.357526,44.927496
wabana,-52.94724,47.643855
wadsworth,-81.7298519,41.0256101
wakefield,-71.0723391,42.5039395
wales,-3.7837117,52.1306607
walker avenue chambers,-76.5962937,39.3716319
walkinshaw avenue road regent s,-115.2929172,36.0324315
wallaroo,-111.6593073,40.23403
walpole street s,-71.2275218,42.1065129
walsall street willenhall staffs,-2.0489299,52.584662
wandiligong,146.984167,-36.761389
warminster road norwood shares,-0.072603,51.4038048
warner road camberwell,-0.0961921,51.47318
warwick road earl s court,-0.1972751,51.4910652
warwick road s,-75.0339799,39.8646886
warwick square s,-117.845533,33.737546
warwick street w,-122.6305649,45.3589808
washington,-120.7401385,47.7510741
water street live l,-77.6116845,43.1605484
waterloo road wolverhampton,-2.1317589,52.5910449
watling street b,-1.9756791,52.6610201
watts road tavistock devon is,-4.1515136,50.5487142
wavency road lowestoft,1.7520309,52.4738354
weardale,-1.805927,54.7185154
weech road finchley,-0.1948462,51.5561063
weetsato road newcastlc,-1.630738,54.971932
weldon,-77.6030331,36.4159849
well terrace baeup,-2.201259,53.707167
wellington road forest gate clerk,0.0250899,51.5475298
wendovcr road willesden n,-0.2458162,51.5347463
wentworth terrace new,-70.8302252,43.1237057
werburgh street chester,-2.8908225,53.1913484
wesley street salfonl general fluent,-2.3405331,53.5133416
west of tarkwa,-1.9930466,5.301832
west street durban,31.0255397,-29.8581338
west street durban south africa,31.0255397,-29.8581338
west street finabnry circus e,-0.0862645,51.5182878
west street finsbnry circus,-0.0864333,51.5178582
west street finsbury oircus,-0.0864333,51.5178582
west street pine street and,-74.0081004,40.706427
western,-95.7127622,37.0937489
westmoreland,-96.8720215,32.7197562
weston street bermondsey s,-0.0851803,51.5005395
westoourne terrace corwen north wale,-3.3771986,52.9809721
westtrate terrace redcliffe square solicitor,-0.1884377,51.487797
westwell street plymowh,0.8363309,51.1921641
wharf street sheflield,-1.4603381,53.3842371
wharton,-96.1027371,29.3116366
which s are held,-98.4899489,29.6169786
whimple street plvmout b,-4.1392164,50.3698845
whitchurch,-2.682045,52.968716
white county,-83.7199136,34.6567728
whitehall street dundee,-2.970413,56.4595396
whitehaven,-90.0418597,35.0353049
whitehorse road west croydon,-0.0955841,51.3888116
whiteside,-95.9295594,36.1066326
whitford,-75.8257323,40.1597179
whittington avenue b,-93.0749108,34.514838
wilberforce road finsbury park n,-0.1009136,51.5641635
william street b,-95.9892868,36.1519522
wilson street middlesbrough,-1.2353527,54.5781584
wimpole street barrister share,-0.1481799,51.518051
wincheater street e,-78.1672611,39.1730243
winchesler street e c,-0.0850033,51.5161099
winchester,-121.9510491,37.3183318
winckley street preston,-2.7020843,53.7575807
windsor road ealing share,-0.3004254,51.5119511
winilsor road holloway n,-0.1217747,51.5593772
winnipeg,-97.1383744,49.895136
winslade road brixton share,-0.1234077,51.4576416
winslow,-110.6973571,35.0241873
winston road n,-75.1991002,40.0717849
winwick street warrington,-2.5935992,53.3925196
wisteria road lewisham s,-0.005527,51.4575237
within four miles of haenertsburg,29.938638,-23.9447206
within the gold belt,-105.4595068,38.787019
witwatersrand township estate and finance corporation ltd.,28.0304733,-26.1928836
wiucheiter street e,-86.4408451,36.3863499
wliittington avenue l,-93.0749108,34.514838
wmohobter street london,-0.1277583,51.5073509
wnveney road lcsestoft,1.7520309,52.4738354
wolscley,-76.4058968,37.0048506
wolsnley,-76.4058968,37.0048506
wood lane colliery smalley,-1.394495,52.997755
wood lane shepherd s bush,-0.2245845,51.5108136
wood street westminster s,-83.0883666,34.6566471
woodbridge,-77.2497049,38.6581722
woodlcy terrace tottenham accountant share,-86.2489801,32.3071115
wootl street westminster s,-83.0965425,34.6648197
wopthall avenue rc,0.1590955,51.81169
worcester,-71.8022934,42.2625932
wormwood street b,-71.0498773,42.3472539
wormwood street e,-0.0826978,51.5163264
worple road wimbledon is a,-0.2185247,51.4156551
worth road queen s road,-80.84891,35.2165015
wrexham street mold flintshire,-3.140587,53.1650964
wyoming,-107.2902839,43.0759678
yale street capo town south,-74.9653216,38.9348658
yavapai,-112.4291464,34.6463981
yerington,-119.1629309,38.9857508
yincheswr street ea,-78.162573,39.177512
york road city road b,-76.6098909,39.3561765
york street westminster aw,-0.1605434,51.5202622
york street westminster s,-0.1605434,51.5202622
york terrace n,-82.9595786,40.0845234
yorkshire,-95.9250798,36.0333234
young street edinburgh,-3.2055283,55.9529237
yukon,-135,64.2823274
zacatecas,-102.5832426,22.7708555
zeehan,145.3379509,-41.8875165
zetland road middlesbrough,-1.2354304,54.5786683
zimapan,-99.3824614,20.7366982
a lease for,NA,NA
a profit,NA,NA
adjoining districts,NA,NA
advan,NA,NA
afiioa,NA,NA
africa,NA,NA
africa and elsewhere,NA,NA
africa or else,NA,NA
ainsworth division,NA,NA
alaska,-149.4936733,64.2008413
america,NA,NA
america and africa,NA,NA
america and elsewhere,NA,NA
anada and is,NA,NA
anstralia,NA,NA
any,NA,NA
any part,NA,NA
any part of,NA,NA
april,NA,NA
argyllshirc,NA,NA
armenia,NA,NA
ashanti,NA,NA
asia,NA,NA
asia minor and,NA,NA
asia minor were,NA,NA
australasia or e,NA,NA
australasia or elsewhere,NA,NA
australia,133.775136,-25.274398
austria,NA,NA
axim and wassamcomprisiugsn,NA,NA
ayrshire were purchased,NA,NA
beili,NA,NA
benwell,NA,NA
bhodesia,NA,NA
blanca,NA,NA
bohemia,NA,NA
borneo or elsewhere,NA,NA
british,NA,NA
british central africa,NA,NA
british north borneo,NA,NA
british uulumbln,NA,NA
burmah,NA,NA
burmah and,NA,NA
canada,-106.346771,56.130366
carabaya,NA,NA
carmarthen or elsewhere,NA,NA
carmarthen or elsewhoie,NA,NA
central africa,NA,NA
ceylon or elsewhere,NA,NA
chili and elsewhere,NA,NA
close proximity to,NA,NA
colombia,-74.297333,4.570868
connection therewith,NA,NA
cornwall,-5.0527125,50.2660471
corsica,NA,NA
corsica have therefore,NA,NA
course of development,NA,NA
cuba,NA,NA
de beer s,NA,NA
development andrequipment,NA,NA
different parts of,NA,NA
eastern,NA,NA
eastern akim,NA,NA
eastern akkim,NA,NA
egypt,NA,NA
europe and elsewhere,NA,NA
europe the sum,NA,NA
f,NA,NA
f olar mining,NA,NA
far lictter terms,NA,NA
february,NA,NA
federated malay states,NA,NA
fouth,NA,NA
french gaines,NA,NA
french guinea,NA,NA
fully,NA,NA
german south,NA,NA
gilpin and boulder,NA,NA
great britain,NA,NA
great britain or,NA,NA
great namaqualand,NA,NA
griqualand west the,NA,NA
himan,NA,NA
iberia,NA,NA
idaho,NA,NA
india,NA,NA
ireland,-7.6920536,53.1423672
johore,NA,NA
joint account with,NA,NA
jugo,NA,NA
july,NA,NA
kent,NA,NA
khodesia owned by,NA,NA
kou mania,NA,NA
lafrioa,NA,NA
lease from the,NA,NA
llangvfelaoh,NA,NA
lone canon,NA,NA
madagascar,NA,NA
madras,80.2707184,13.0826802
malmani,NA,NA
manchuria,NA,NA
manic wad i,NA,NA
manicaland,NA,NA
mashonahud,NA,NA
mashonaland,NA,NA
mashonaland and elsewhere,NA,NA
mashonaland and matabeleland,NA,NA
mashonnland,NA,NA
matabelaland,NA,NA
matabeleland,NA,NA
me interest in,NA,NA
mexico,-102.552784,23.634501
mexioo,NA,NA
minas geraes,NA,NA
mines geraes,NA,NA
moodie s viz,NA,NA
morocco and elsewhere,NA,NA
morrodoouro and agualimpo,NA,NA
mozambique,NA,NA
mozambique or elsewhere,NA,NA
NA,NA,NA
namaqnaland,NA,NA
namaqualand,19.3783206,-29.9786556
new ca edonia,NA,NA
new caledonia have,NA,NA
new zealaud,NA,NA
new zeolend,NA,NA
nigeria,NA,NA
nigeria and elsewhere,NA,NA
nigeria and the,NA,NA
nigeria are,NA,NA
nigeria now comprise,NA,NA
north africa,NA,NA
north america or,NA,NA
north carolina,NA,NA
northern,NA,NA
northern nigeria,NA,NA
northern nigeria and,NA,NA
northern nigeria are,NA,NA
northern nigeria have,NA,NA
northern nigeria the,NA,NA
northern nigoria,NA,NA
northern rhodesiaz,NA,NA
northern rhodesiaz l,NA,NA
northumberland,NA,NA
norway,8.468946,60.472024
nova scotia by,NA,NA
oolombia,NA,NA
or before,NA,NA
or near the,NA,NA
or under bally,NA,NA
other countries,NA,NA
oxfordshire,NA,NA
parish of bettws,NA,NA
patani,NA,NA
peru,NA,NA
pine river,NA,NA
portuguese east africa,NA,NA
possades,NA,NA
pretoria and other,NA,NA
question were sold,NA,NA
rhodesia,-97.2134822,32.8294337
ridge hill,NA,NA
roumania,NA,NA
russian,NA,NA
s,NA,NA
same,NA,NA
same district for,NA,NA
same district known,NA,NA
senwell,NA,NA
servia,NA,NA
servia or elsewhere,NA,NA
shaiyang,NA,NA
shropshire,NA,NA
siberia,99.1966559,61.0137097
sonth,NA,NA
sonth africa,NA,NA
sonth africa or,NA,NA
sonti,NA,NA
sooth africa,NA,NA
south,NA,NA
south abrica,NA,NA
south afiica,NA,NA
south afr ca,NA,NA
south africa,22.937506,-30.559482
south africa and,NA,NA
south africa as,NA,NA
south africa at,NA,NA
south africa or,NA,NA
south africa to,NA,NA
south afrioa,NA,NA
south america,NA,NA
south dakota,NA,NA
southern nigeria,NA,NA
southern rhodesin,NA,NA
souti,NA,NA
spain,-3.74922,40.463667
tbe,NA,NA
testing,NA,NA
th catamarca district,NA,NA
that,NA,NA
the,NA,NA
the above terms,NA,NA
the adjoining district,NA,NA
the amherst and,NA,NA
the ancobra river,NA,NA
the aro district,NA,NA
the australian,NA,NA
the australian colonics,NA,NA
the australian colonies,NA,NA
the balubula,NA,NA
the bauchi plateau,NA,NA
the bauchi province,9.8236533,10.3009641
the bauchi tinfield,NA,NA
the bauohi plateau,NA,NA
the bcniligo gold,NA,NA
the belubula,NA,NA
the bendigo gold,NA,NA
the bieres,NA,NA
the bnuchi,NA,NA
the british colonies,NA,NA
the british isles,NA,NA
the broomaasie,NA,NA
the catamarca district,NA,NA
the caucasus,NA,NA
the chocd,NA,NA
the choco,NA,NA
the choco district,NA,NA
the chooo,NA,NA
the choor,NA,NA
the cnited states,NA,NA
the colar,NA,NA
the colar district,NA,NA
the colar goldiields,NA,NA
the colony,NA,NA
the colony of,NA,NA
the coro,NA,NA
the counties of,NA,NA
the county of,-117.8753858,33.7511884
the de kaap,NA,NA
the de knap,NA,NA
the delimi river,NA,NA
the depart,NA,NA
the department of,NA,NA
the departments of,NA,NA
the diamantina,NA,NA
the district,NA,NA
the district of,NA,NA
the districts of,NA,NA
the dominion,NA,NA
the du,NA,NA
the duffryn,NA,NA
the duiiryu,NA,NA
the dutch east,NA,NA
the east,NA,NA
the east and,NA,NA
the eastern denkera,NA,NA
the eastern witwatersrand,NA,NA
the english ana,NA,NA
the enterprise district,NA,NA
the estates,NA,NA
the eutherglen goldfield,NA,NA
the far east,NA,NA
the farms langlaagte,NA,NA
the farms lansrlaagte,NA,NA
the farms steinccal,NA,NA
the farms steincoal,NA,NA
the farms stoinooal,NA,NA
the federated,NA,NA
the federated inlay,NA,NA
the federated malay,NA,NA
the following terms,NA,NA
the forest of,NA,NA
the free stal,NA,NA
the free state,NA,NA
the french,NA,NA
the french colony,NA,NA
the french ivnrv,NA,NA
the french ivory,NA,NA
the frenoh ivory,NA,NA
the game district,NA,NA
the gcgerddan estate,NA,NA
the gclofvin,NA,NA
the gogerddan estate,NA,NA
the gold,NA,NA
the gold coast,NA,NA
the gold cosst,NA,NA
the golofvin,NA,NA
the goloiv m,NA,NA
