id,year,text,ciarfn,company,ciarfn2
1106120,1922,ARMED RUST ANI BURRUSIUN BESISTING IRUN TUBES,Armed Rust Ani Burrusiun Besisting,ARMED RUST ANI BURRUSIUN BESISTING,Armed Rust Ani Burrusiun Besisting
1132301,1923,"H ARMONY PROPRIETARY 00., LTD. Trustees for Eight per Cent. Debentures African Board of Executors and",Armony Proprietary Limited,ARMONY PROPRIETARY LIMITED,Armony Proprietary Limited
607213,1913,ARMSTRONG GOLD DREDGING COMPANY. LTD.,Armstrong Gold Dredging Company Limited,ARMSTRONG GOLD DREDGING COMPANY LIMITED,Armstrong Gold Dredging Company Limited
366362,1909,"ARN STON b LTQOW Directors Qualification, 100 shares £1,000 .",Arn Ston Ltqow,ARN STON LTQOW,Arn Ston Ltqow
276261,1908,"ARNHEI S LAND EXPLORATION CO., LTDT",Arnhei Land Exploration Ltdt,ARNHEI LAND EXPLORATION LTDT,Arnhei Land Exploration Limited
1034940,1921,ARN ISTON COAL CO.. LTD.,Arniston Coal Company Limited,ARN ISTON COAL LIMITED,Arniston Coal Company Limited
484903,1911,"ARNOYA M INING COMPANY , LI MITED.",Arnoya Ining Company Mited,ARNOYA INING COMPANY MITED,Arnoya Ining Company Mited
366391,1909,ARNOYA MINING COMPANY. LIMITED.,Arnoya Minlng Company Limited,ARNOYA MINING COMPANY LIMITED,Arnoya Mining Company Limited
459118,1911,"ARO TW SYNDCTTrr DMITEDr Directors W. H. Speed; J. T. Muckeozie. Bankers CaDiial 4 Counties Bank, Ltd. | Solicitor W. H. Speed. Secretary and Offices J. G. Angold, 18, Backville Street, Piccadilly, W.",Aro Syndcttrr Dmitedr,ARO SYNDCTTRR DMITEDR,Aro Tin Syndicate Limited
575137,1913,ARO TIN SYNDICATE. LIMITED.,Aro Tin Syndicate Limited,ARO TIN SYNDICATE LIMITED,Aro Tin Syndicate Limited
59499,1889,"ARPAD GOLD SYNDICATE, LIMITED.",Arpad Gold Syndicate Limited,ARPAD GOLD SYNDICATE LIMITED,Arpad Gold Syndicate Limited
607274,1913,ARRINDELI. SYNQICAIE LIMITED. .,Arrindeli Synqicaie Limited,ARRINDELI SYNQICAIE LIMITED,Arrindell Syndicate Limited
332213,1909,"ARRINDELL SYNDICATE, LIMITED.",Arrindell Syndicate Limited,ARRINDELL SYNDICATE LIMITED,Arrindell Syndicate Limited
484924,1911,"ARROW LAKE MJNTnG COMPANY, LIMITED.",Arrow Lake Mjntng Company Limited,ARROW LAKE MJNTNG COMPANY LIMITED,Arrow Lake Mjntng Company Limited
676683,1914,"ARSENIC OF SPAIN COMPANY, LIMITED.",Arsenic Spain Company Limited,ARSENIC SPAIN COMPANY LIMITED,Arsenic Spain Company Limited
1074409,1922,"DirectoArsFR IQCuaAlifiNcation,A£D2 XJ E 1N . T.1.kJRcamEe,RCSha,irmaLn T; JD. C.oncliie-",Arsfr Iqcuaa Sjrua Rcsua,ARSFR IQCUAA SJRUA RCSUA,Na
449493,1911,"ARSMecrSeTtaRryONanGd OffGiceOs LDS. ArmDstRronEgD, GING COMPAN Y, LTD.",Arsmec Rryonecg Lds Ging Compan,ARSMEC RRYONECG LDS GING COMPAN,Amstrong Ging Company
190864,1895,"ARTANA MINING COMPANY, LIMITED.",Artana Mining Company Limited,ARTANA MINING COMPANY LIMITED,Artana Mining Company Limited
309972,1908,"shares were underwritten bv the vendors at a commission of five per cent. ARTHUR LLOYD HOGHTON , TIMITED7-",Arthur Lloyd Hoghton Timited,ARTHUR LLOYD HOGHTON TIMITED,Arthur Lloyd Hoghton Timited
1132337,1923,"H ARTON COAL 00., LTD. Directors Qualificatir n, 5,000 shares 25,000 .",Arton Coal Limited,ARTON COAL LIMITED,Arton Coal Limited
366413,1909,"ARUBA GOLD CONCESSION, LIMITED.",Aruba Gold Concession Limited,ARUBA GOLD CONCESSION LIMITED,Aruba Gold Concession Limited
1350,1887,"ARUBA ISLAND GOLD MINING COMPANY,",Aruba Island Gold Mining Company,ARUBA ISLAND GOLD MINING COMPANY,Aruba Island Gold Mining Company
483738,1911,"Cffices: 3, ARUNDEL STREET, STRAND, W.C.",Arundel Street Strand,ARUNDEL STREET STRAND,Arundel Street Strand
1034969,1921,"ASA-M KUMBANG TlhT DREDGING, LTD.",Asa Kumbang Dredging Limited,ASA KUMBANG DREDGING LIMITED,Asa Kumbang Dredging Limited
905856,1918,ASAM KUMBANG DTIF: Dl-K EDC-EINGI LTD. 1160 ors.,Asam Kumbang Dtif Edc Eingi,ASAM KUMBANG DTIF EDC EINGI,Asa Kumbang Dredging Limited
905865,1918,ASAM KUMBAN G TIN,Asam Kumbang Dtlb Dredging Limited,ASAM KUMBANG DTIF EDC EINGI,Asa Kumbang Dredging Limited
834981,1917,ASAM KUMBANG TIN,Asam Kumbang Tin Dredging Limited,ASAM KUMBANG TIN BREDGING LIMITED,Asa Kumbang Dredging Limited
1065437,1921,"BT- ASAPH LEAD, ZINC AND BARYTA",Asaph Lead Zinc And Baryta,ASAPH LEAD ZINC AND BARYTA,Asaph Lead Zinc And Baryta
704922,1914,"ST. ASAPH ZINC, L D AflD BARYTA 0 0., LTD: Directors.",Asaph Zinc Leajqmqoeisd Baryta Limited,ASAPH ZINC BARYTA LIMITED,Asaph Lead Zinc And Baryta
519893,1912,"ASBESTOS PROPRIETARY MINES, LIMITED.",Asbestos Proprietary Mines Limited,ASBESTOS PROPRIETARY MINES LIMITED,Asbestos Proprietary Mines Limited
161558,1894,"ASBY COLLIERY COMPANY, LIMITED.",Asby Colliery Company Limited,ASBY COLLIERY COMPANY LIMITED,Asby Colliery Company Limited
835110,1917,"ASCHoAnsNuTltIingGEOnLgDinEee rI ELWD.S CORPORATION R. Feldtman , M.I.M.M., 138, Salisbury House, E.C. Mines Manager J. S. Watkins, M.I.M.M., Obuasi, Ashanti, Gold Coast Colony.",Aschoan Nggeoolnd Elwd Corporation,ASCHOAN NGGEOOLND ELWD CORPORATION,Aschoan Nggeoolnd Elwd Corporation
765588,1916,ASEIANTI GOLDE IELDS CORPORATION,Aseianti Golde Ields Corporation,ASEIANTI GOLDE IELDS CORPORATION,Aseianti Golde Ields Corporation
607282,1913,"oapitalis 210,000,7in 10,000 shares ofr£1 each; 7 v Wm r m ASGARD MIMNGNCQME ANY, LIMITED.",Asgard Mimngncqme Any Limited,ASGARD MIMNGNCQME ANY LIMITED,Asgard Mining Company Limited
546456,1912,"ASGARD MINING COMPANY, LIMITED.",Asgarwd Mining Companyi Limited,ASGARD MINING COMPANY LIMITED,Asgard Mining Company Limited
286687,1908,"ASH ANTI GOLDFIELDS C O R PO RAT10 N , LIM ITED.",Ash Anti Goldfields Rat Lim,ASH ANTI GOLDFIELDS RAT LIM,Ashanti Goldfields Limited
286816,1908,"ASH ANTI RlVERS AND CONCESSI ON S, LIMITED.",Ash Anti Rlvers And Concessi,ASH ANTI RLVERS AND CONCESSI,Ashanti Rivers And Concessions Limited
366416,1909,"Queen Street Plaoe, E.C. ASH G ATE CO LLlE RY COMPANY, LI MITE D .",Ash Ate Llle Company Mite,ASH ATE LLLE COMPANY MITE,Ashgate Llle Company Mite
906022,1918,ASH BURN HAM COLLIERIESI LTD.,Ash Burn Ham Collieries Limited,ASH BURN HAM COLLIERIESI LIMITED,Ash Burn Ham Collieries Limited
546488,1912,"of £1 each ; 12.302 shares are issued and fuHy paid, inoluding vendors . ASH GATE COLLIERY COMPANY, LIMITED.",Ash Gate Colliery Company Limited,ASH GATE COLLIERY COMPANY LIMITED,Ashgate Colliery Company Limited
835185,1917,"ASH INGTON COAL COMPANY, LIMITED. Directors Qualification, £5,000 .",Ash Ington Coal Company Limited,ASH INGTON COAL COMPANY LIMITED,Ashington Coal Company Limited
459278,1911,ASHAHTI GOIjDPIELDS CORPOBATION,Ashahti Goijdpields Corpobation,ASHAHTI GOIJDPIELDS CORPOBATION,Ashanti Goldfields Limited
343017,1909,"ASHAN TiI R I V E R S AND CONCESSIO N S , M ITE D 7",Ashan And Concessio Ite,ASHAN AND CONCESSIO ITE,Ashan And Concessio Ite
765526,1916,"ASHANT GOLD COAST ACOUISITIONS CO., LTD,",Ashant Gold Coast Acouisitions Limited,ASHANT GOLD COAST ACOUISITIONS LIMITED,Ashanti Gold Coast Acquisitions Limited
765567,1916,"ASHANT GOLDFIELDS CORPORATION, LIMITED,",Ashant Gold Coast Acquisitions Limited,ASHANT GOLD COAST ACOUISITIONS LIMITED,Ashanti Gold Coast Acquisitions Limited
286623,1908,"ASHANTI AND GOLD COAST UNITED, LIMITED.",Ashanti And Limited,ASHANTI AND GOLD COAST UNITED,Ashanti And Limited
649110,1914,ASHANTI BAN KET. LIMITED.,Ashanti Ban Ket Limited,ASHANTI BAN KET LIMITED,Ashanti Ban Ket Limited
459161,1911,"ASHANTI . BILPRAW LIMITED. Directors Qualifications £125 . Capt. W. D. McTaggart, D.L., J.P., Chairman. | S. Caldwell. | Alfred Jones, Consulting Engineer-M . Cal iwell. Secretary and Offices A. J. ColdweUf, BlocmBeld House, E.C., Phone: 1063 Central.",Ashanti Bilpraw Limited,ASHANTI BILPRAW LIMITED,Ashanti Bilpraw Limited
342857,1909,"ASHANTI CENTRAL. SY NDIC ATE , LIMITED.",Ashanti Central Syndicate Limited,ASHANTI CENTRAL NDIC ATE LIMITED,Ashanti Central Syndicate Limited
286638,1908,ASHANTI CONSOLS. LIMITED.,Ashanti Consolsi Limited,ASHANTI CONSOLS LIMITED,Ashanti Consolidated Limited
459173,1911,"ASHANTI DEVELOPMENT, LIMITED",Ashanti Development Limited Idir,ASHANTI DEVELOPMENT LIMITED,Ashanti Development Limited
149540,1893,"ASHANTI EXPLORATION COMPANY, LIMITED.",Ashanti Exploration Company Limited,ASHANTI EXPLORATION COMPANY LIMITED,Ashanti Exploration Company Limited
245951,1903,ASHANTI FRONTIER CONCESSIONS. LIMITED.,Ashanti Frontier Concessions Limited,ASHANTI FRONTIER CONCESSIONS LIMITED,Ashanti Frontier Concessions Limited
246045,1903,ASHANTI GOLD MINES,Ashanti Golb Ree Syndicate Limited,ASHANTI GOLB REE SYNDICATE LIMITED,Ashanti Gold Coast Acquisitions Limited
246076,1903,"ASHANTI GOLD TRUST, LIMITED.",Ashanti Gold Coast Acquisitions Limited,ASHANTI GOLB REE SYNDICATE LIMITED,Ashanti Gold Coast Acquisitions Limited
1118589,1923,"ASHANTI GOLDFIELDS CORPN., LTD.",Ashanti Gold Concessions Syndicate Limited,ASHANTI GOLD COAST ACQUISITIONS LIMITED,Ashanti Goldfields Corporation Limited
245963,1903,ASHANTI GOLDFIELDS AUXILIARYI LIMITED.,Ashanti Gold Mines Selection Syndicatel,ASHANTI GOLD MINES SELECTION SYNDICATEL,Ashanti Goldfields Corporation Limited
286755,1908,"ASHANTI GOLD TRUST, LIMITED. Liquidator and Offices G. U. Walker, 19, St. Swithin s Lane, E.G. This company was registered July 2nd, 1900, to acquire from the Fanti Synd.,",Ashanti Goldf Lqs Territories Limited,ASHANTI GOLD TRUST LIMITED,Ashanti Goldfields Corporation Limited
1035026,1921,ASHANTI GOLDFIELDB COLBPN- cont mued.,Ashanti Goldfields Corpn Limited,ASHANTI GOLDFIELDS CORPN LIMITED,Ashanti Goldfields Corporation Limited
342886,1909,ASHANTI GOLDFIELDS CORPORATION,Ashanti Goldfields Corporation,ASHANTI GOLDFIELDS CORPORATION,Ashanti Goldfields Corporation Limited
906015,1918,ASHANTI GOLDFIELDS CORPORATION,Ashanti Goldfields Corporation Limited,ASHANTI GOLDFIELDS CORPORATION,Ashanti Goldfields Corporation Limited
835105,1917,"AsHANTI GoLDFIDEiLreDctSors CQuOaliRficPatOionR, £A50T0 I.ON, LIMITE-D.",Ashanti Gsldfideilr Cqior Limite,ASHANTI GSLDFIDEILR CQIOR LIMITE,Ashanti Goldfields Corporation Limited
246094,1903,"ASHANTI KWAU SYNDICATE, LIMITED.",Ashanti Kwau Syndicate Limited,ASHANTI KWAU SYNDICATE LIMITED,Ashanti Central Syndicate Limited
246098,1903,"ASHANTI LAN DS, LIMITED.",Ashanti Lands Limited,ASHANTI LAN LIMITED,Ashanti Lands Limited
246126,1903,ASHANTI MINES. LIMITED.,Ashanti Mines Limited,ASHANTI MINES LIMITED,Ashanti Mines Limited
459315,1911,"ASHANTI NATIVE GOLD ESTATES, LIMITED.",Ashanti Native Gold Estates Limited,ASHANTI NATIVE GOLD ESTATES LIMITED,Ashanti Native Gold Estates Limited
575346,1913,ASHANTI NATIVE GOLD,Ashanti Nativep Loestatev Limited,ASHANTI NATIVEP LOESTATEV LIMITED,Ashanti Nativep Loestatev Limited
1076764,1922,ASHANTI OBUASI REEFS. LTD.,Ashanti Obuasi Reefs Limited,ASHANTI OBUASI REEFS LIMITED,Ashanti Obuasi Reefs Limited
459335,1911,ASHANTI PRO PERTIEB,Ashanti Properties Limited,ASHANTI PRO PERTIEB,Ashanti Properties Limited
286801,1908,"ASHANTI QUARTZITE GOLD MINING CO., LTD. Directors.",Ashanti Quartzite Gold Mining Limited,ASHANTI QUARTZITE GOLD MINING LIMITED,Ashanti Quartzite Gold Mining Limited
1035077,1921,ASHANTI REEFS. LTD,Ashanti Reefs Limited,ASHANTI REEFS LIMITED,Ashanti Rivers And Concessions Limited
286843,1908,ASHANTI RIVERS AND CONCESSIONS,Ashanti Rivers And Concessions Limited,ASHANTI RIVERS AND CONCESSIONS,Ashanti Rivers And Concessions Limited
246185,1903,ASHANTI SANSU MINE. LlMlTED.,Ashanti Sansu Mine Llmlted,ASHANTI SANSU MINE LLMLTED,Ashanti Sansu Mine Limited
246218,1903,"ASHANTI THREE RIVERS SYNDICATE, LIMITED.",Ashanti Three Rivers Syndicate Limited,ASHANTI THREE RIVERS SYNDICATE LIMITED,Ashanti Three Rivers Syndicate Limited
423003,1910,"ASHBURlNHAM minerals development- SYN DICATE, LI MITED.",Ashburlnham Syn Syndicate Mited,ASHBURLNHAM SYN DICATE MITED,Ashburlnham Syndicate Mited
423008,1910,"ASHGATE COLLIE COlvfPANY, mTTEO:",Ashgate Collie Colvfpany Ftteo,ASHGATE COLLIE COLVFPANY FTTEO,Ashgate Collie Company Ftteo
366429,1909,"ASHINGTON COAL COMPANY, LIMITED.",Ashington Coal Company Limited Saecs,ASHINGTON COAL COMPANY LIMITED,Ashington Coal Company Limited Saecs
906036,1918,"ASHINGTON COAL CO., LTD.,",Ashington Qqalcomeany Limited,ASHINGTON COAL LIMITED,Ashington Qqalcomeany Limited
161570,1894,ASHMOKE PARK COLLIEHY,Ashmoke Park Colliehy,ASHMOKE PARK COLLIEHY,Ashmoke Park Collieryy
161567,1894,"ASHMORE PARK COLLIERY COMPANY, LIMITED.",Ashmore Park Colliery Company Limited,ASHMORE PARK COLLIERY COMPANY LIMITED,Ashmore Park Colliery Company Limited
310023,1908,"ASHOVER FLUOR SPAR MINES, LIMITED. Directors C. Cooper ; J. B. Gregory ; H. Seed j R. C. Winder. Secretary and Offices Joseph Mears, 33, Princess Street, Manchester.",Ashover Fluor Spar Mines Limited,ASHOVER FLUOR SPAR MINES LIMITED,Ashover Fluor Spar Mines Limited
993722,1920,"ASHOVER TRUST. LTD Directors E. A. Claremont; C. Cooper; F. .1. Warren. Secretary and Offices O. Blagg. 60,",Ashover Trust Limited,ASHOVER TRUST LIMITED,Ashover Trust Limited
1118708,1923,"ASHTON MOSS COLLIERY, LTD. Directors.",Ashton Moss Colliery Limited,ASHTON MOSS COLLIERY LIMITED,Ashton Moss Colliery Limited
252152,1903,ASHTON VALE IRON COhA PANY. LIMITED.,Ashton Vale Iron Coha Pany,ASHTON VALE IRON COHA PANY,Ashton Valley Iron Company
252161,1903,ASHTON VALE IRON,Ashton Vale Iron Company Limited,ASHTON VALE IRON COHA PANY,Ashton Valley Iron Company
906058,1918,"ASHTON VALE IRON CO-, LTD.",Ashton Vale Iron Limited,ASHTON VALE IRON LIMITED,Ashton Valley Iron Company
956092,1919,ASHTON VALE IBON eontinued.,Ashton Vale Nlron Company Limited,ASHTON VALE IRON LIMITED,Ashton Valley Iron Company
575186,1913,"ASHTrNTl GOLD C EST AiCQiUJSITIONS T01, LTCD.",Ashtrntr Gold Est Aicqrujsitions Ltcd,ASHTRNTR GOLD EST AICQRUJSITIONS LTCD,Ashtrntr Gold Est Aicqrujsitions Ltcd
546528,1912,"Transfer form, common; fee, 2s. 6d. Latest price £100 stock , 8, 10. ASIA lNOR C PAlWT IMrTED This company was registered November 12th, 1896 see vol. for 1909 . On",Asia Lnor Palwt Imlted,ASIA LNOR PALWT IMLTED,Asia Minor Mining Company Limited
161620,1894,"ASIA MINOR COMPANY, LIMITED.",Asia Minor Exploration Syndicatel Limited,ASIA MINOR COMPANY LIMITED,Asia Minor Mining Company Limited
1405,1887,"ASIA MINOR MINING COMPANY,",Asia Minor Mining Company Limited,ASIA MINOR MINING COMPANY,Asia Minor Mining Company Limited
575438,1913,"ASIAKWA ALLUVIAL SYNDICATE, LIMITED.",Asiakwa Alluvial Syndicate Limited,ASIAKWA ALLUVIAL SYNDICATE LIMITED,Asiakwa Alluvial Syndicate Limited
286865,1908,"ASIAKWA HCOYRDPROARATTjILOINC,KILNIMGITEDA.ND MINING",Asiakwa Hcoyrdproarattjiloinc Kilnimgiteda Mining,ASIAKWA HCOYRDPROARATTJILOINC KILNIMGITEDA MINING,Asia Hydraulick And Mining Corporation
246240,1903,ASIAKWA HYDRAULICKING AND MINING,Asiakwa Hyoraulicking And Mining Corporation,ASIAKWA HYDRAULICKING AND MINING CORPORATION,Asia Hydraulick And Mining Corporation
546534,1912,"ASIATIC CONCESSIONS, LIMITED.",Asiatic Concessions Limited,ASIATIC CONCESSIONS LIMITED,Asiatic Concessions Limited
676764,1914,"ASIATIC ENTERPRISES SYNDICATE, LIMITED.",Asiatic Enterprises Syndicate Limited,ASIATIC ENTERPRISES SYNDICATE LIMITED,Asiatic Enterprises Syndicate Limited
484945,1911,"ASIATIC SYNDICATE, LIMITED.",Asiatic Syndicate Limited,ASIATIC SYNDICATE LIMITED,Asiatic Syndicate Limited
423033,1910,"ASiHTO NT VALE IRO NT CO MPANY . LI M ITEPT Directors Qualification, ££00 stock .",Asihto Vale Iro Mpany Itept,ASIHTO VALE IRO MPANY ITEPT,Asihto Vale Iron Company Itept
246277,1903,ASIKAM BIBIANI GOLDFIELDS. LIMITED.,Asikam Bibiani Goldfields Limited,ASIKAM BIBIANI GOLDFIELDS LIMITED,Asikam Bibiani Goldfields Limited
545493,1912,. At-ASKA TREASURET GOLD MINING COMPANY. Directors.,Aska Treasuret Gold Mining Company,ASKA TREASURET GOLD MINING COMPANY,Aska Treasuret Gold Mining Company
906111,1918,ASKEBN COAL AND IRON,Askebn Coal And Iron,ASKEBN COAL AND IRON,Askern Coal And Iron Company
765760,1916,"ASKERN COAL AND IRON COMPANY, LIMITED.",Askern Coal And Iron Company,ASKERN COAL AND IRON COMPANY,Askern Coal And Iron Company
993770,1920,"ASKERN COAL A ND IRON 00., LTBT",Askern Coal Jan Iron Limited,ASKERN COAL IRON LTBT,Askern Coal And Iron Company
607363,1913,"ASKERN ESTATESiVCOMPANY, LIMITED. Directors Qualification, 60 ordinary shares .",Askern Estatesivcompany Limited,ASKERN ESTATESIVCOMPANY LIMITED,Askern Coal And Iron Company
212025,1895,"ASKWITH AND COMPANY, LIMITED.",Askwith And Company Limited,ASKWITH AND COMPANY LIMITED,Askwith And Company Limited
459422,1911,"shares held. Liquidator, P. A. Casserley, 7, Houthampton St., Uolborn, W.O. ASP DEVELC MEWTSYN D IC ATE, LI M ITED:",Asp Development Syndicate Limitedt,ASP DEVELC MEWTSYN ATE ITED,Asp Development Syndicate Limited
649324,1914,"ASP GOLD MINING COM fl NY, LIMITED. Directors.",Asp Gold Mining Company Hlimivted,ASP GOLD MINING COM LIMITED,Asp Gold Mining Company Hlimivted
715996,1915,ASP GOLD MINING COMPANY. LIMITED.,Asp Gold Mining Company Limited,ASP GOLD MINING COMPANY LIMITED,Asp Gold Mining Company Limited
1076887,1922,"ASP GOLD DMINING CO., LTD. irectors. -",Asp Gold Mining Limited,ASP GOLD DMINING LIMITED,Asp Gold Mining Limited
1118792,1923,ASP GOLD MINING,Asp Gold Minlng Company Limited,ASP GOLD MINING LIMITED,Asp Gold Mining Company Limited
676820,1914,"ASPERA COPPELSXNQIQATE, LIMITED.",Aspera Coppelsxnqiqate Limited,ASPERA COPPELSXNQIQATE LIMITED,Aspera Coppelsxnqiqate Limited
94625,1891,ASPRIEKES SILVER LEAD,Aspriekes Silver Lead,ASPRIEKES SILVER LEAD,Asprieres Silver Lead Company Limited
1482,1887,"ASPRIERES SILVER LEAD COMPANY,",Asprieres Silver Lead Company Limited,ASPRIERES SILVER LEAD COMPANY,Asprieres Silver Lead Company Limited
520216,1912,"ASS AC H E R I E AS HANT| G0LD MINES. LI MTTEDr Directors Qualincation, £100 D. J. ifeame ; J. Conchio.",Ass Hant Gold Mines Mttedr,ASS HANT GOLD MINES MTTEDR,Ass Hant Gold Mines Mttedr
575524,1913,"ASSACHERIE ASH AflflL QQLD MINES, LIMITED.",Assacherie Ash Qqld Mines Limited,ASSACHERIE ASH QQLD MINES LIMITED,Assacherie Ash Qqld Mines Limited
398253,1910,"ASSASIADUM-TARKWA GOLD MINES, LIMITED.",Assasiadum Tarkwa Gold Mines Limited,ASSASIADUM TARKWA GOLD MINES LIMITED,Assasiadum Tarkwa Gold Mines Limited
246296,1903,ASSASlADUM TARKWA GOLD MINESI LIMITED.,Assasladum Tarkwa Gold Minesi Limited,ASSASLADUM TARKWA GOLD MINESI LIMITED,Assasladum Tarkwa Gold Mines Limited
1106122,1922,Genuinev Refined English ASSAY LITHARGE CRESCENT BRAND.,Assay Litharge Crescent Brand,ASSAY LITHARGE CRESCENT BRAND,Assay Litharge Crescent Brand
644730,1913,"which were in April, 1912, ofiered for subscription at par, the final call of filing due Marglllst, 1913. W W. A. G. ASSETS COMPANY, LIMITED. Directors Qualification, 12100 . 0. Wethered, Chairman.",Assets Company Limited,ASSETS COMPANY LIMITED,Assets Company Limited
716019,1915,"ASSETS DEVELOPMENJMGIED INVESTMENT TRUST,",Assets Development And Investment Trust,ASSETS DEVELOPMENJMGIED INVESTMENT TRUST,Assets Development And Investment Trust
246309,1903,"ASSIN AND ASHANTI SYNDICATE, LIMITED.",Assin And Ashanti Syndicate Limited,ASSIN AND ASHANTI SYNDICATE LIMITED,Assin And Ashanti Syndicate Limited
398261,1910,"ASSIN FESU AND GOLD COAST SYNDICATE, LIMITED.",Assin Fesu Golqqqastmsyndicate Limited,ASSIN FESU AND GOLD COAST,Assin Fesu Goldqqastmsyndicate Limited
332381,1909,"ASSOC aTeD AJv WORTH jyi I NES, LIMHTED.",Assoc Ajv Worth Nes Limhted,ASSOC AJV WORTH NES LIMHTED,Assoc Ajv Worth Mines Limhted
332360,1909,ASSOC. ATED QUEEN SLAN D M I N ES. LI mTtEDDirectors.,Assoc Ated Queen Slan Mtteddir,ASSOC ATED QUEEN SLAN MTTEDDIR,Associated Queensland Mines Limited
