"","id","role","name","year","text","loc","lon","lat","company"
"340",493068,"managers","osborne t chappel",1911,"G. B. Pearce. | f apt. Cuthbcrt J. Pike. i James Wickett. . Oeneral Managers Osborne ft Chappel, Ipoh, Perak. Bankers Barclay 4 Co., Ltd. I Auditor William J. Clarke. Secretary and Offices Tom Wickett, 8tation Hill, Redruth, Cornwall.","cornwall",-5.0527125,50.2660471,"Gopeng Tin Mining Company Limited"
"341",986280,"engineers","sborne jr chappel",1919,"TEKKA-TAIPINGI LTD. Directors Qualification, £250 . J. Wickett, J.P., Chairman. I J. W. H. Bolitho. I J. L. Holman. I F. D. Osborne. Consulting Engineers 0sborne Jr Chappel, Ipoh, Perak, Straits Settlements. Secretary and Oflices T. Wickett, Station Hill, Redruth, Cornwall.","cornwall",-5.0527125,50.2660471,"Tekka Taiping Limited"
"342",691012,"managers","osborne a chappell",1914,"W. R. 11. Ulmppoll. 1 F. D. Osborne. | W. J. Payne. l R. H. Savory. I C. V. Thomas. General Managers Osborne a Chappell. | Mine Manager B. W. Thunder.","australia",133.775136,-25.274398,"Idris Hydraulic Tins Limited"
"343",735388,"engineers","osborn a chappell",1915,"Manager W. J. Shelton-Agar. | Mining Engineers Osborn a Chappell.",NA,NA,NA,"Kamunlng Peak Rubber And Tin"
"344",385999,"managers","osborne t chappol",1909,"General Managers Osborne t Chappol, Ipoh, Perak, F.M.S.","cornwall",-5.052713,50.26605,"Tehuantepec Exploration And Development"
"345",961344,"managers","sbrne chsppel",1919,"Managers and Consulting Engineers- 0sb0rne and Chsppel, Ipoh, Perak, F.M.S.","valley",-94.6474474,36.835068,"Chenda Consolidated Limited"
"346",1010631,"managers","osborne chuppel",1920,"Managers Osborne and Chuppel, Ipoh, Perak, Federated Malay States.","cornwall",-5.052713,50.26605,"Kledang Tin Mining Company Limited"
"347",249960,"engineers","stanley clay",1903,"Consulting Engineers Stanley Clay ; Win. J. Howanl.","london",-0.1277583,51.50735,"United Gold Coast Mining Properties"
"348",250230,"engineers","stanley clay",1903,"Mine Manager W- E- Howwl- | Consulting Engineers Stanley Clay & w. J. Hum","sydney",151.2093,-33.86882,"Wassau Gold Coast Mining Company"
"349",897098,"engineers","harvey clements",1917,"Consulting Engineers Harvey Clements.","london",-0.1277583,51.50735,"Van Emden Dutch Guiana Gold"
"350",557836,"managers","rr rne cliappel",1912,"Directors .Qualification, 500 shares . Jftinei Wickett, Chairman. | S. M. Abbott. | Harry Rich. I C. V. Thomas. Managers 0 r.r rne and Cliappel, Ipoh, Perak, Federated Malay States. Bankers Barclay & Co., Ltd. | Auditors W. B. Peat Si Co. Secretary and Offices Tom Wickett, Station Hill, Redruth. Cornwall.","london",-0.1277583,51.5073509,"Kit Tin Mines Limitedhi"
"351",648166,"engineers","osbornet clmppel",1914,"W. A. Lnuing. Chairman. I A. Joshua. I F. D. Osborne. Conth Engineers-Osborne .t Clmppel. I Bankers Parrb Bank, Ltd.","london",-0.1277583,51.5073509,"African Tin Limited"
"352",436773,"managers","becli itnaluad clxpioration co",1910,"MEXICAN SEARCHERS. LIMITED. Managers Becli iftnaluad fclxpioration Co., Ltd.","salisbury",-75.59937,38.36067,"Mexican Searchers Limited"
"353",300244,"managers","wankie rhodesia coal",1908,"NORTH ZAMBESIA COAL COMPANY. LIMITEDT Managers Wankie Rhodesia Coal, Railway and Exploration Co., Ltd. Becretary and Offices A. W. Bird, t, London Wall Bdgs., E.C.","rhodesia",-97.21348,32.82943,"North Zambesia Coal Company Limited"
"354",357016,"managers","wankie rhodesia coal",1909,"NORTH TRANSVAAL3 YNDTCATE, LIMITED. Directors Qualification, £100 Arthur M. Granted, Chairman; John P. Grenfell. Auditors Allen Biggs t Co. Secretary and Offices Frederick Roche, 6, Princes Street, E.C. This company was registered June, 1902, and acquired property in the Transvaal, which was subsequently sold to the Q. G. Synd., Ltd. see vol. for 1905 . The property is now owned by the Messina Transvaal Development 0o., Ltd. The authorised capital is £10,000, in 9,950 ordinary shares of £1 each and 1,000 deferred shares of Is. each; 5,107 ordinary aud all the deferred shares are issued and fully paid. The ordinary arj first entitled to 10 per cent, per annum and half of the surplus, the remainder going to the deferred. The accounts to November 30th, 1907, submitted December 20th, 1907, showed Messina shares held £4,813 ; creditors £1,031. NORTH-WEST RANDFONTEIN LAND fcXPLORATION AND DEVELOPING COMPANY, LIMITED. J. Directors. W. Herbert, Chairman | A. Goldmann. I E. J. Earp. L. ZeiUman, M.L.A. | G. Twycross. Secretaries and Offices Twycross 4 Co., 63, St. George s Street, Cape Town. This company was registered in Cape Colony in December, 1902, and owns mineral and agricultural rights over five farms in the Rustenberg district of the Transvaal, total area 30,000 acres. The consideration was £50,000, payable £10,000 in cash and £40,000 in shares. The authorised capital is £120,000, in 120,000 shares of £1 each; 59,700 shares are issued and fully paid. The accounts to December 31st, 1907, sub mitted in Cape Town February 20th, 1908, showed £5,705 to debit of profit and loss account ; cash £25, investments £1,409, debtors £654; creditors £52. There is now no London office. North-western exploration company, ltd. This company was registered March 9th, 1898 ee vol. for 1908 . On July 21st, 1908, an order was made that the company be wound up by the court ; liquidator, H. Bacon, 62, London wall, E.C. NO RTH WITWATE RSRAND GOLD MINES. LIMITED. This company was registered August 8th, 1904 see vol. for 1908 . On June 18th, 1908, it was resolved to wind up voluntarily ; liquidator. C. F. Cape, 12, Coleman Street, E.C. NORTH Z A M BES I A COAL COM PAN YTTJMTTED7 Managers Wankie Rhodesia Coal, Railway and Exploration Co., Ltd.","transvaal",-81.1831,43.23256,"North Transvaal Syndicate Limited North"
"355",507874,"managers","j e colin",1911,"Managers J. E. Colin, 1 1 Sons, Crinnie, Par Station, Cornwall.","cornwall",-5.0527125,50.2660471,"Tregrehan Mining Company Limited"
"356",368116,"managers","j h collin a",1909,"BREAGE VALLEY MINING COMPANY. Managers J. H. Collin A Sons, Crinnis, Par Station, Cornwall. Secretary and Offices Harold K. Fern, F.C.I.8., 38, Finsbury Pavement, E.C.","valley",-94.64745,36.83507,"Breage Valleynvltning Company"
"357",473713,"managers","wankie colliery co",1911,"NORTH ZAMBESI COAL COMPANY. LIMITED Managers Wankie Colliery Co., Ltd.","london",-0.1277583,51.5073509,"North Zambesia Concessions Limited"
"358",948677,"engineers","and collieries",1918,"for Engineers and Collieries","sheffield",-1.470085,53.381129,"Transvaal Gold Mining Estates Limited"
"359",900876,"engineers","forster jp colliery",1917,"W. N. Lewis, J.P. | W. H. Mathias, Consulting Engineers Forster J.P. Colliery Manager Brown & Rees, Cardiff. Solicitors Downing E. A. Creed-Redbrook, Caerphilly, Wales. & HanAdcudckit.or-R.Bankers London & Provincial Bank, Limited. Secretary H. March, F.C.A. and Offices F. A. Barras, 3 and 4, Bute Crescent, Cardiff.","cardiff",-3.17909,51.481581,"Windsor Steam Coal Company Limited"
"360",446256,"managers","j h collins j",1910,"Managers J. H. Collins J. I. Jarman.","cornwall",-5.052713,50.26605,"Tregeagle Tin Mining Company Limited"
"361",570057,"managers","j ii collin",1912,"Managers J. II. Collin & Sons, Crinnis, P r Station, Cornwall.","cornwall",-5.0527125,50.2660471,"Tregrehan Mining Company Limited"
"362",149204,"engineers","julien deby t collingwood",1893,"Martin s Bank, Limited. Julien Deby and T. Collingwood Kitto, M.B.","morton",-95.98141,36.17439,"African Land And Investment Limited"
"363",386585,"managers","j h collins",1909,"Committee of Management. J. H. Collins. | L. M. Messinesi. t A. A. Embiricos. PSuercsreertsaryand Managers J. H. Collins & Sons, Crinuis, Par Station, Cornwall. and Offices Harold E. Fern, F.C.I.8., 38, Finsbury Pavement, E.C.","cornwall",-5.052713,50.26605,"Tregrehan Mining Company Limited"
"364",388196,"managers","j h collins",1909,"J. Directors Qualilication, 400 shares £200 . H. Collins, F.G.S., Chairman. I A. P. Jenkin, F.8.I. I J. Vivian, J.P., C.C. | J. I. Jarman. General Managers J. H. Collins & Sons, Crinnis Par Station, Cornwall. Mine Agent T. H. Prisk, Wheal Kitty, St. Agnes, Cornwall.","cornwall",-5.052713,50.26605,"Wheal Kitty And Penhalls United"
"365",424887,"managers","j h collins",1910,"BREAGE VALLEYnvlTNING COMPANY. Managers J. H. Collins & Sons, Orinnis, Par Station, Cornwall.","cornwall",-5.052713,50.26605,"Breage Valleynvltning Company"
"366",572107,"managers","j h collins",1912,"General Managers J. H. Collins & Sons, Crinnis, Par Station, Cornwall. Mine Agent T. H. Frisk, senr., Wheal Kitty, St. Agnes, Cornwall.","cornwall",-5.0527125,50.2660471,"Wheal Kitty And Penhalls United"
"367",711893,"managers","j h collins",1914,"General Managers J. H. Collins .1 Sons, Crinnis, Par Station, Cornwall.","cornwall",-5.0527125,50.2660471,"Wheal Kitty And Penhalls United"
"368",760057,"managers","j h collins",1915,"General Managers J. H. Collins & Son-i, Crinnis, Par Station, Cornwall. Mine ARQHt A. Treloar, Wheal Kitty. St. Agnes, Cornwall.","cornwall",-5.0527125,50.2660471,"Wheal Kitty And Penhalls United"
"369",828406,"managers","j h collins",1916,"General Managers J. H. Collins & Sons, Crinnis, Par Station. Cornwall. Mine Agent-A. Treloar, A.I.M.M., Wheal Kitty, St. Agnes, Cornwall.","cornwall",-5.0527125,50.2660471,"Wheal Kitty And Penhalls United"
"370",315035,"managers","a j colson",1908,"Managers A. J. Colson ; A. L. White, Tnismndw, N.S.O. Glam. Secretary and Offices W. H. Woodliffe, Cwmdu Quarry, Ynismudw, B.S.O., Glam.","london",-0.1277583,51.50735,"Cwm Du Quarries Limited"
"371",371097,"managers","a j colson",1909,"Managers A. J. Colson ; A. L. White, Ynismudw, R.8.O. Glam. Secretary and Offices W. H. Woodliffe, Cwmdu Quarry, Ynismudw, R.S.O., Glam.","rowland",-117.8849,33.98197,"Cwm Aman Coal Company Limited"
"372",428893,"managers","a j colson",1910,"George E. Bowen. | C. Giddings. I Christopher Rowland. | J. William3. I H. D. Woodliffe. Managers A. J. Colson ; A. L. White, Ynismudw, U.S.O. Glam.","rowland",-117.8849,33.98197,"Cwm Du Quarries Limited"
"373",418928,"engineers","in s arica consolidate",1910,"General Manager in Africa Col. Raleigh Grey, C.M.G., Salisbury, Rhodesia. Mining Engineers in S. Africa Consolidate lolclflelds of S. Africa, Ltd.","salisbury",-75.59937,38.36067,"Untfed Mines Upper Katanga"
"374",361123,"managers","a consulting",1909,"Sidney F. Hoffnung-Goldsmid. | Edgar Taylor. | Henry C. Taylor. Managers A Consulting Engineers John Taylor A Sons. 6, Queen Street Place, B.C.","sydney",151.2093,-33.86882,"Southern Land Company Limited"
"375",714498,"managers","and consulting",1915,"Hon. M. F. Napier, J.P. | V. H. Smith. I E. Taylor. Managers and Consulting","london",-0.1277583,51.5073509,"Anyatolia Vsierdjillcer Syndvicate Limited"
"376",763449,"managers","ard consulting",1916,"Managers ard Consulting Engineers-John Taylor","london",-0.1277583,51.5073509,"Anantapur Gold Field Limited"
"377",1136051,"managers","and consulting",1923,"Managers and Consulting . W. Harris. Engineers Alexander Hill and Stewart. Mine Manager D. Lay. Local Oflices Rnssland, E.C. Secretary and. Ofilces-L. Rowell,","london",-0.1277583,51.50735,"Laurels Colliery Limited"
"378",710184,"managers","a d consulting",1914,"Directors Qualification, £100 . E. Pope, Chairman. I F. I . C. Shaw-Kennedy, J.P. | H. C. Taylor. I R. Taylor. Managers a d Consulting Engineers John Taylor a; Soul.","canada",-106.346771,56.130366,"United States Cobalt Cqmpany Limited"
"379",365738,"managers","john taylor consulting",1909,"Lt.-Col. Sir Donald RoberUmn, K.O.S.I. I H. 0. Taylor. T. H. Smith. Managers and Consulting Engineers John Taylor Consulting: & Sons, 8, Queen St. Place, B.C. i nd Aavising Engineer in India Thomas Bichards, Oorgaum, S. India.","queen street place e",-79.32786,43.66379,"Anantapur Gold Field Limited"
"380",1050589,"managers","t consulting",1921,"v. H. Smith. | A. E. Taylor,O.B.E. | H. 0. Taylor. Managers 6t Consulting Engineers John Claylor 8: Sons, 6, Queen Street Place, E.C. 4. Secretary and Ofllces W. L. Bayley, 5 and 6. Queen Street Place, E.C. ÃƒÆ Ã Â .","london",-0.1277583,51.50735,"Jibutil Gold Mines Aflantapur Limited"
"381",1133813,"managers","t consulting",1923,"Managers 8t Consulting Engineers John Taylor a Sons, 6, Queen Street Place, E.C. 4.","london",-0.1277583,51.50735,"Jibutil Gold Mines Aflantapur Limited"
"382",283718,"engineers","j h cordnerjames",1908,"Directors Qualification, £100 . W. F. Turner, Chairman. | Frederick T. Ford. | F. C. Auld. | Dr. L. Diehl. Consulting Engineers J. H. Cordner-James, A.M.I.C.B. and Managers in N.Z. Bewick. Moreing & Co., Karaopihake.","london",-0.1277583,51.50735,"Taitapu Gold Estates Limited"
"383",994355,"engineers","central investment corpn ltd",1920,"Major C. S. Goldman. | G. F. Rutt. | P. I roquet. l J. L. Siddall. Consulting Engineers Central Mining and Investment Corpn. Ltd., Box 1145,","london",-0.1277583,51.5073509,"Bantjes Consolidated Mines Limited Elf"
"384",1031771,"engineers","central investment corpm",1920,"Consulting Engineers Central Mining and Investment Corpm, Ltd.","johannesburg",28.04731,-26.2041,"Wolhuter Gold Mining Company Limited"
"385",1055807,"engineers","central investment corpm",1921,"London Committee W. H. Clark; Sir R. 8. Holland, Bart; T. J. Milner; J. L. Siddsll. Consulting Engineers Central Mining and Investment Cor-pm, Ltd. Acting Mine Manager W. C. One.","london",-0.1277583,51.50735,"Modderfontein Gold Mining Company Limited"
"386",1106618,"engineers","central investment corpm",1922,"P. Troquet. Consulting Engineers Central Mining and Investment Corpm, Ltd., Mine Manager G. Hildick-Bmith.","johannesburg",28.04731,-26.2041,"Robinsobi Gold Mining Limited"
"387",1128457,"engineers","central investment corpm",1923,"Consulting Engineers Central Mining and Investment Corpm, Ltd.","paris",2.352222,48.85661,"Ekswiwi Propietary Mines"
"388",1029883,"engineers","central minimr investment corpm",1920,"Consulting Engineers Central Minimr and Investment Corpm, Ltd.","london",-0.1277583,51.50735,"Village Deep Limited"
"389",999685,"engineers","central investment corpn",1920,"Consultini: Engineers Central Mining and Investment Corpn., Ltd,","london",-0.1277583,51.50735,"City Deep Limited"
"390",1001349,"engineers","central investment corpn",1920,"Oonsulting Engineers Central Mining and Investment Corpn., Ltd.","london",-0.1277583,51.50735,"Crowhn Mines Limited"
"391",1002684,"engineers","central investment corpn",1920,"Consulting Engineers Central Mining and Investment Corpn., Ltd., Johannesburg. Mine Manager G. Glyn, Box 110, Roodepoort.","johannesburg",28.04731,-26.2041,"Durban Roodepoort Gold Mining Company"
"392",1010798,"engineers","central investment corpn",1920,"R R. Hollins. l A. H. Oppenheim. I N. E. Munro. | A. T. Schmidt. | J. L. Siddnll. Consulting Engineers Central Mining and Investment Corpn., Ltd.","london",-0.1277583,51.50735,"Lbaedn Ellas Limited"
"393",1035890,"engineers","central investment corpn",1921,"Consulting Engineers Central Mining and Investment Corpn. Ltd.,","london",-0.1277583,51.50735,"Bantjes Consolidated Mines Limited Elf"
"394",1041465,"engineers","central investment corpn",1921,"Landon Commilln wJ. L. iddall ; T. .1. Milner; F. A. Robinson; Sir R. S. Holland. llart. Consulting Engineers Central Mining and Investment Corpn., Ltd. E. H. Manager P. Clifford . W. Sher well, Box 1145, Johannesburg. Agems in Paris Credit Mobilier Francais, 30-32, Rue l aitbout. Secretaries and Ofllees Rand Mines, Ltd., The Corner House, Box 1056, Johannesburg. London Secretaries and Oflices A. Moir a 00., 1, London Wall Buildings, 15.0. 2.","johannesburg",28.04731,-26.2041,"City Deep Limited"
"395",1042948,"engineers","central investment corpn",1921,"Consulting Engineers Central Mining and Investment Corpn., Ltd.","london",-0.1277583,51.50735,"Crowhn Mines Limited"
"396",1044357,"engineers","central investment corpn",1921,"0. F. Cohen. I J. L. Fiddall. | P. Troquet. I 1 . J. Milner. Consulting Engineers Central Mining and Investment Corpn., Ltd., Johannesburg.","johannesburg",28.04731,-26.2041,"Durban Roodepoort Deep Limited"
"397",1046753,"engineers","central investment corpn",1921,".1 .Kitchin. | 1 ..T. Milner. I P. l roquet. l .1 . L. Siddall. Consulting Engineers Central Mining and Investment Corpn., Ltd. E. H. Clifl ord . Mine Manager E. Pam.","london",-0.1277583,51.50735,"Gelden Huis Deep Limited"
"398",1052069,"engineers","central investment corpn",1921,"Consulting Engineers Central Mining and Investment Corpn., Ltd. FLH. .lifiord .","london",-0.1277583,51.50735,"Knight Central Limited"
"399",1055673,"engineers","central investment corpn",1921,"P. Troquet; T. J. Milner. Consulting Engineers Central Mining and Investment Corpn., Ltd.","london",-0.1277583,51.50735,"Mitsubishi Kogyo Kaisha Mitsubishi Limited"
"400",1071460,"engineers","central investment corpn",1921,"Consulting Engineers Central Mining and Investment Corpn., Ltd.","london",-0.1277583,51.50735,"Village Deep Limited"
"401",1073316,"engineers","central investment corpn",1921,"WI I BANK COLLIEBY eontinued. CoLnosnudoltningCommittee N . E. Munns; J. L. Siddall; G. 8. Fort. C.B.E. Engineers Central Mining and Investment Corpn., Ltd.","johannesburg",28.04731,-26.2041,"Witbank Colliery Limited"
"402",1073537,"engineers","central investment corpn",1921,"Engineers Central Mining and Investment Corpn., Ltd. E. H. Oliflord .","johannesburg",28.04731,-26.2041,"Wolhuter Gold Mining Company Limited"
"403",1077686,"engineers","central investment corpn",1922,"J. L. Siddall. Consulting Engineers Central Mining and Investment Corpn. Ltd.,","johannesburg",28.04731,-26.2041,"Bantjes Dconsolidated Mines Limited"
"404",1084504,"engineers","central investment corpn",1922,"consulting Engineers Central Mining and Investment Corpn., Ltd,","london",-0.1277583,51.50735,"Crowhn Mines Limited"
"405",1086011,"engineers","central investment corpn",1922,"Consulting Engineers-Central Mining and Investment Corpn., Ltd.,..lohannesburg.","johannesburg",28.04731,-26.2041,"Durban Roodepoort Deep Limited"
"406",1088636,"engineers","central investment corpn",1922,"London Commitfee. ConJs.uKltitinchgin. l T. .T. Milncr. | P. l roquet. I J. L. Siddsll. Engineers Central Mining and Investment Corpn., Ltd.","london",-0.1277583,51.50735,"Gelden Huis Deep Limited"
"407",1097495,"engineers","central investment corpn",1922,"London Committee W. H. Clark; Sir R. S. Holland, Bart; T. .T. Milner; J. L. Siddall. Consulting Engineers Central Mining and Investment Corpn., Ltd.","london",-0.1277583,51.50735,"Modderfontein Proprietary Mines Limited"
"408",1101830,"engineers","central investment corpn",1922,"W. Dereham. l G. S. Fort, ..B E. I 1 . J. Milner. I P. Troquet. Consulting Engineers Central Mining and Investment Corpn., Ltd. Manager at Mine S. Benton, Box 32, Denver, Transvaal.","benton",-92.58683,34.56454,"Marazion Mines Limited"
"409",1106906,"engineers","central investment corpn",1922,"Consulting Engineers Central Mining and Investment Corpn., Ltd.","london",-0.1277583,51.50735,"Rose Deep Limited"
"410",1113541,"engineers","central investment corpn",1922,"Consulting Engineers-Central Mining and Investment Corpn., Ltd.","london",-0.1277583,51.50735,"Village Deep Limited"
"411",1115651,"engineers","central investment corpn",1922,"Consulting Engineers Central Mining and Investment Corpn,, Ltd.","johannesburg",28.04731,-26.2041,"Wolhuter Gold Mining Company Limited"
"412",1126330,"engineers","central investment corpn",1923,"London Committee. - F. G. J. Echstein. I F. Heim. I Sir R. S. Holland, Bart. | 1 . J. Milner. I J. 1 . Prinsep. Consulting Engineers Central Mining and Investment Corpn., Ltd, General Manager at Mine A. J. Walton. Sectional Manager A. V. Lange. | Reduction Ofleer S. H. Pearce. Secretaries and Ofllces Rand Mines, Ltd., The Corner House, Box 1056,","london",-0.1277583,51.50735,"Crowhn Mines Limited"
"413",1130279,"engineers","central investment corpn",1923,".1. Kitchin. | T. J. Ivfilner. | P. l roquet. l E, Walker. Consulting Engineers Central Mining and Investment Corpn., Ltd. Mine Manager H, W. Adler.","london",-0.1277583,51.50735,"Gelden Huis Deep Limited"
"414",1135304,"engineers","central investment corpn",1923,"Consulting Engineers Central Mining and Investment Corpn., Ltd.","london",-0.1277583,51.50735,"Knight Central Limited"
"415",1143136,"engineers","central investment corpn",1923,"Consulting Engineers Central Mining and Investment Corpn., Ltd.","denver",-104.9903,39.73924,"Marazion Mines Limited"
"416",1147782,"engineers","central investment corpn",1923,"Consulting Engineers Central Mining and Investment Corpn., Ltd.","london",-0.1277583,51.50735,"Robinson Diamond Mining Company Limited"
"417",1148116,"engineers","central investment corpn",1923,"1 . J. Milner. I R. P. Nelson. l P. Troquet. Consulting Engineers Central Mining and Investment Corpn., Ltd. Mine Manager A. S. Milne. Secretaries and Head Oflloes Rand Mines, Ltd., The Corner House,Johannesburg","london",-0.1277583,51.50735,"Rose Deep Limited"
"418",1156497,"engineers","central investment corpn",1923,"Consulting Engineers Central Mining and Investment Corpn., Ltd.","london",-0.1277583,51.50735,"Witbank Colliery Limited"
"419",1156745,"engineers","central investment corpn",1923,"Consulting Engineers Central Mining and Investment Corpn., Ltd.","johannesburg",28.04731,-26.2041,"Wolhuter Gold Mining Company Limited"
"420",1060108,"engineers","central miuingrt investment corpn",1921,"Consulting Engineers Central Miuingrt Investment Corpn., Ltd , Box 1145 Johannesburg.","johannesburg",28.04731,-26.2041,"Marazion Mines Limited"
"421",1031558,"engineers","ce tral investment corpn",1920,"Landon Cummittee . E. Munns; J. L. Siddall; G. S. Fort. C.B.E. Consulting Engineers Ce tral Mining and Investment Corpn., Ltd. Manager J. K. Addie, Box 1, Witbauk, Middelburz. Business Manager H. G. L. Panrhaud Box 506, Johannesburg.","johannesburg",28.04731,-26.2041,"Witbank Colliery Limited"
"422",1115395,"engineers","entral investment corpn",1922,"Consulting Engineers entral Mining and Investment Corpn., Ltd. Manager-J. K. Addie, Box 1, Withank, Middelburz.","johannesburg",28.04731,-26.2041,"Witbank Colliery Limited"
"423",1146788,"engineers","entral investment corporaion",1923,"Consulting Engineers 1 entral Mining and Investment Corpora-ion, Ltd.","london",-0.1277583,51.50735,"Rhodesia Broken Hill Development Limited"
"424",720246,"managers","burma corporation",1915,"Resident Manager-C. H. Macnutt. | General Managers Burma Corporation, Ltd.","london",-0.1277583,51.5073509,"Burma Mines Limited"
"425",841200,"managers","burma corporation",1917,"Resident Manager-T. E. Mitchell. General Managers Burma Corporation, Ltd.","london",-0.1277583,51.5073509,"Burma Mines Limited"
"426",910599,"managers","burma corporation",1918,"Resident Manager 1 . E. Mitclrell. I General Managers Burma Corporation, Ltd.","london",-0.1277583,51.5073509,"Burma Mines Limited"
"427",959578,"managers","burma corporation",1919,"Consulting Engineer L. Addicks. Resident Manager- R. G. Hall, M.A.Inst.M.E. 11Hi8fanf J.MO .l18. General Managers Burma Corporation, Lw . Secretary and Om.ces- D. Anderson. 1, London Wall Bmldings, E.C. 2.","london",-0.1277583,51.5073509,"Burma Mines Limited"
"428",997251,"managers","burma corporation",1920,"Consulting Engineer L. Addicks. Resident Manager in Burma R. G. Hall, M.A.Inst.M.E. Axsisfanf J. W. Moulc. Manager in India L. R. Mayreis. General Managers Burma Corporation, Ltd. Secretary and Omces D. Anderson, 1, London Wall Buildings, ELC. 2.","london",-0.1277583,51.50735,"Burma Mines Limited"
"429",1004588,"engineers","central investment corporation",1920,"London Commt Hee F . Heim: S. B. Joel; 1 . J. Milner; P. 1 roquet. Consulting Engineers Central Mining and Investment Corporation, Ltd., Johannesburg.","london",-0.1277583,51.50735,"Hearreira Delvelopment Oil"
"430",1016540,"engineers","central mininiz investment corporation",1920,"1 . J . Milner. I A. W. Rogers. | J. L. Siddall. | F. Heim. Consulting Engineers Central Mininiz and Investment Corporation, Ltd.","london",-0.1277583,51.50735,"New Modderfontein Gold Mining Company"
"431",326564,"managers","siamese trading corporation",1908,"Managers Siamese Trading Corporation, Ltd. | Bankers Royal Bank of Scotland, Ltd.","lawson",-94.61742,37.07903,"Renong Mines Limited"
"432",1005042,"managers","union corporation",1920,"Technical Managers Union Corporation, Ltd.","canada",-106.3468,56.13037,"Geduld Deep Limited"
"433",1130124,"managers","union corporetion",1923,"Technical Managers Union Corporetion, Ltd. Consulting Engineer H. R. Hill. Box 1156, Jobannesburir.","london",-0.1277583,51.50735,"Geduld Deep Limited"
"434",1064938,"engineers","central investment corptnro",1921,"Consulting Engineers Central Mining and Investment CorpTnr.o,qaiteot.. E. H. Uliflord . Mine Manager A. S. Milne.","paris",2.352222,48.85661,"Rose Deep Limited"
"435",290999,"engineers","lake corrie",1908,"Consulting Engineers Lake 4 Corrie. | Bankers Bankof British West Africa, Limited.","lima",-77.04275,-12.04637,"Enkera Ashadnir Qiinr Ration Limited"
"436",10971,"engineers","t c coward",1887,"Captain T. C. Coward. John Taylor and Sons.","glasgow",-4.251806,55.864237,"Indian Gold Mines Company Limited"
"437",197844,"managers","john stevenbon cowper",1895,"John StevenBon and Cowper, 5, Quayside, Newcastle-on-Tyne.","newcastle",-1.61778,54.97825,"Framwellgate Coal And Coke Limited"
"438",379853,"engineers","merrick crane",1909,"Directors Qualification, £100 Frederick Lowy, Chairman ; J. J. Impett ; R. M. Everett. Consulting Engineers Merrick , Crane & Co., 6-6, Gt. Winchester Street, E.C.","everett",-122.2021,47.97898,"New Chuquitambo Gold Mines Limited"
"439",645709,"engineers","and collieries lsleciai crank",1913,"for Engineers and Collieries LSLECIAI- CRANK","sheffield",-1.470085,53.381129,"West Canaqian Placer Limited"
"440",711344,"engineers","and collieries special crank",1914,"for Engineers and Collieries SPECIAL CRANK","yorkshire",-95.9250798,36.0333234,"Wemyss Collieries Trust Limited"
"441",754814,"engineers","and collieries special crank",1915,"Br-naggfgalgmfisr for Engineers and Collieries SPECIAL CRANK CHANNEL STEELS for RUBBER TYRES. HORSE and MULE SHOES of every DESCRIPTION. LONDON OFFICE: 110, Cannon Street, E.C. Telegrams : OBVERSELY, LONDON.","london",-0.1277583,51.5073509,"Tanganyika Concessions Limited"
"442",822119,"engineers","and collieries special crank",1916,"for Engineers and Collieries SPECIAL CRANK.","sheffield",-1.470085,53.381129,"Tinsley Steel Iron And Wire"
"443",893747,"engineers","and collieries special crank",1917,"for Engineers and Collieries SPECIAL CRANK.","yorkshire",-95.92508,36.03332,"Tinsley Steel Iron And Wire"
"444",988624,"engineers","and collieries special crank",1919,"for Engineers and Collieries SPECIAL CRANK.","sheffield",-1.470085,53.381129,"Forged Haulino Rope Sockets Capels"
"445",34037,"managers","edmund gerard de crano",1888,"Hamilton Smith jun. Edmund Gerard de Crano.","london",-0.1277583,51.5073509,"Exploration Company Limited"
"446",316585,"engineers","addie cringle",1908,"W. C. Punchard, A.M.I.C.B. | G. Mure Ritchie. J Rhys Williams. I T. B. Marshall. Consulting Engineers Addie and cringle. I Commercial Agents Matheson & Co.","marshall",-95.77491,36.06743,"Esperanza Copper And Sulphur Limited"
"447",609661,"managers","merrie crne",1913,"General Managers Merrie , Cr-ne","winchester",-121.9510491,37.3183318,"Boswin Mines Limited"
"448",1153175,"engineers","antral investment crpn",1923,"P. Troquet. | A. W. Rogers. Consulting Engineers antral Mining and Investment C0rpn., Ltd. General Manager R. A. Barry, Pilgrim s Rest, Tmnsvaal. Manager at E1andsdri1 t W, Patrick, Elandsdrift Mine, Elandsdrift, Sabie.. ManagerAacttinVagalhoek M. Fo-rl, Vaalhoek Mine, Pilgrim s Rest, Transvaal, Manager at Central Mines J. N. Normand.","transvaal",-81.1831,43.23256,"Transvaal Gold Mining Estates Limited"
"449",678935,"engineers","l cttit",1914,"W. Towne Consulting Engineers l cttit","london",-0.1277583,51.5073509,"Duswvin Mines Limited"
"450",297958,"managers","a j da cunha",1908,"Thomas L. GJiolminoutr. | Henry Pasteur, J.P. | Albert L. Ochs. Managers A. J. da Cunha; P. Plantier. Inspector-General of Exploitation Col. Alfred Arnold, D.S.O. Head Offices 16, Rua do Alecrim, Lisbon. | Paris Offices 17, Boulevard Hausamann. London Secretary and Offices Mortan Lambert, 13, Austin Friars, E.C.","london",-0.1277583,51.50735,"Mozambique Company Company"
