loc,lon,lat
winchester,-121.9510491,37.3183318
winnemucca,-117.7356849,40.9729584
woodbridge,-77.2497049,38.6581722
youngstown,-80.6495194,41.0997803
antofagasta,-70.3975022,-23.6509279
australasia,145.491477,-29.5328037
barkerville,-121.5137657,53.0703513
chattanooga,-85.3096801,35.0456297
coatesville,-75.8238355,39.9831616
connecticut,-73.087749,41.6032207
continental,-75.1704529,39.9519308
el salvador,-88.89653,13.794185
middlesboro,-83.7142848,36.6072567
minneapolis,-93.2650108,44.977753
mississippi,-89.3985283,32.3546679
netherlands,5.291266,52.132633
new zealand,174.885971,-40.900557
philipsburg,-63.0471371,18.0295839
placerville,-120.798546,38.7296252
platteville,-90.4784621,42.73416
puerto rico,-66.590149,18.220833
randfontein,27.6786847,-26.1991505
schenectady,-73.9395687,42.8142432
searchlight,-114.9197005,35.4652685
shakespeare,-92.3370863,38.9061402
springfield,-89.6501481,39.7817213
switzerland,8.227512,46.818188
thermopolis,-108.2120432,43.6460672
trimountain,-117.939633,34.100387
vandergrift,-79.5647667,40.6028434
vladivostok,131.8869243,43.1198091
weaverville,-82.5606851,35.6970547
breckenridge,-106.0383518,39.4816537
cartersville,-84.7999382,34.1650972
collinsville,-89.9845476,38.6703266
commonwealth,-95.712891,37.09024
copperopolis,-120.6418716,37.9810358
furnaceville,-77.2738754,43.2522858
greaterville,-110.7500834,31.7639752
independence,-95.7083131,37.2242358
johannesburg,28.0473051,-26.2041028
newfoundland,-57.6604364,53.1355091
pennsylvania,-77.1945247,41.2033216
philadelphia,-75.1652215,39.9525839
phoenixville,-75.5149128,40.1303822
rhode island,-71.4774291,41.5800945
rico arizona,-110.99711,31.46325
russellville,-93.1337856,35.2784173
saskatchewan,-106.4508639,52.9399159
soulsbyville,-120.2638005,37.9846467
transylvania,25.2223974,46.1840561
westmoreland,-96.8720215,32.7197562
williamsport,-77.0010786,41.2411897
chiksan korea,125.75275,39.02139
connellsville,-79.5894828,40.0178522
elizabethtown,-85.8649408,37.7030646
massachusetts,-71.3824374,42.4072107
new brunswick,-66.4619164,46.5653163
new hampshire,-71.5723953,43.1938516
rico colorado,-108.03154,37.69264
staffordshire,-2.0571868,52.8792745
united states,-95.712891,37.09024
aguascalientes,-102.2915677,21.8852562
cusihuiriachic,-106.8338631,28.2394654
middlesborough,-1.234956,54.574227
united kingdom,-3.435973,55.378051
baja california,-115.2837585,30.8406338
british columbia,-127.6476205,53.7266683
komata new zealand,175.678,-37.34509
oro rico california,-66.93948,18.38721
monte rico new mexico,-105.91604,35.5398
