loc,country,lat,lon
Waterloo,Belgium,50.7167,4.3833
Waterloo,Canada,43.4667,-80.5167
Wellesley,Canada,43.55,-80.7167
Wellesley,United States,42.3043,-71.2855
Wellington,India,11.3655,76.7844
Wells,United Kingdom,51.2094,-2.645
Wells,United States,43.3267,-70.6336
Westbury,United Kingdom,51.26,-2.191
Westbury,United States,40.7599,-73.5891
Westminster,United Kingdom,51.4947,-0.1353
Westminster,United States,39.8837,-105.0624
Weston,United Kingdom,53.413,-2.798
Weston,United States,26.1006,-80.4054
Westport,New Zealand,-41.7581,171.6022
Westport,United States,41.1428,-73.3475
Weymouth,United Kingdom,50.613,-2.457
Weymouth,United States,42.1981,-70.9466
Winchester,United Kingdom,51.0632,-1.308
Winchester,United States,36.1365,-115.137
Windsor,Canada,42.2833,-83
Windsor,United Kingdom,51.4791,-0.6095
Windsor,United States,40.469,-104.9198
Winton,Australia,-22.3913,143.0381
Winton,United States,37.3854,-120.6173
Woodstock,Canada,43.1306,-80.7467
Woodstock,United States,34.1026,-84.5091
Woolwich,Canada,43.5667,-80.4833
Woolwich,United Kingdom,51.488,0.063
Woolwich,United States,39.74,-75.317
Worcester,South Africa,-33.645,19.4436
Worcester,United Kingdom,52.1911,-2.2206
Worcester,United States,42.2705,-71.8079
Worth,United Kingdom,51.113,-0.147
Worth,United States,41.6877,-87.7916
Wyndham,Australia,-15.4825,128.123
Wyndham,United States,37.6924,-77.6123
Yeadon,United Kingdom,53.869,-1.688
Yeadon,United States,39.9325,-75.2527
York,United Kingdom,53.9601,-1.078
York,United States,39.9651,-76.7315
Adra,India,23.5,86.67
Adra,Spain,36.7478,-3.0161
Aguilar,Philippines,15.8899,120.2379
Aguilar,Spain,37.5167,-4.65
Aguilares,Argentina,-27.4333,-65.6167
Aguilares,El Salvador,13.95,-89.1833
Ain Beida,Algeria,35.7964,7.3928
Ain Beida,Morocco,31.585,-8.608
Airdrie,Canada,51.2917,-114.0144
Airdrie,United Kingdom,55.86,-3.98
Akora,India,26.4721,78.7989
Akora,Pakistan,33.9925,72.145
Aksay,Kazakhstan,51.1678,52.995
Aksay,Russia,47.25,39.8667
Al `Aziziyah,Iraq,32.9083,45.0667
Al `Aziziyah,Libya,32.5308,13.0211
Al Bayda',Libya,32.7664,21.7417
Al Bayda',Yemen,13.979,45.574
Al Hillah,Iraq,32.4833,44.4333
Al Hillah,Saudi Arabia,23.4895,46.7564
Al Karak,Jordan,31.1833,35.7
Al Karak,Syria,32.6872,36.3508
Al Malikiyah,Bahrain,26.1008,50.4878
Al Malikiyah,Syria,37.1667,42.1333
Al Mansurah,Egypt,31.05,31.3833
Al Mansurah,Yemen,12.8531,44.9722
Alcala,Colombia,4.6667,-75.75
Alcala,Philippines,15.8468,120.5218
Alcantara,Brazil,-2.4089,-44.415
Alcantara,Philippines,12.2584,122.0543
Alcobaca,Brazil,-17.5189,-39.1958
Alcobaca,Portugal,39.5528,-8.9778
Alcoy,Philippines,9.7082,123.506
Alcoy,Spain,38.6983,-0.4736
Alegria,El Salvador,13.5,-88.4833
Alegria,Philippines,9.7243,123.3402
Alenquer,Brazil,-1.9419,-54.7378
Alenquer,Portugal,39.05,-9.0167
Algarrobo,Chile,-33.3911,-71.6928
Algarrobo,Colombia,10.1,-74.2667
Algeciras,Colombia,2.5333,-75.3167
Algeciras,Spain,36.1275,-5.4539
Aliaga,Philippines,15.5036,120.845
Aliaga,Turkey,38.8008,26.9728
Almagro,Philippines,11.9108,124.2852
Almagro,Spain,38.8878,-3.7122
Almeirim,Brazil,-1.5228,-52.5819
Almeirim,Portugal,39.2,-8.6167
Almeria,Philippines,11.6206,124.3794
Almeria,Spain,36.8403,-2.4681
Alta,Norway,69.9689,23.2716
Alta,Sweden,59.25,18.1833
Altamira,Brazil,-3.2028,-52.2058
Altamira,Dominican Republic,19.6667,-70.8333
Altamira,Mexico,22.3375,-97.8694
Altay,China,47.8666,88.1166
Altay,Mongolia,46.3728,96.2572
Altdorf,Germany,48.5667,12.1167
Altdorf,Switzerland,46.8667,8.6333
Altos,Brazil,-5.0389,-42.4608
Altos,Paraguay,-25.2333,-57.25
Alvarado,Colombia,4.5667,-74.95
Alvarado,Mexico,18.7811,-95.7572
Amarante,Brazil,-6.2408,-42.855
Amarante,Portugal,41.2667,-8.0667
Ambato,Ecuador,-1.2417,-78.6197
Ambato,Madagascar,-18.6,47.5
Amersfoort,Netherlands,52.15,5.3833
Amersfoort,South Africa,-27.0078,29.8711
Anadia,Brazil,-9.6844,-36.3042
Anadia,Portugal,40.4333,-8.4333
Anda,China,46.4078,125.3252
Anda,Philippines,16.2896,119.9491
Anori,Brazil,-3.7728,-61.6442
Anori,Colombia,7.0736,-75.1458
Antequera,Philippines,9.7812,123.8975
Antequera,Spain,37.0183,-4.5597
Apia,Colombia,5.1,-75.95
Apia,Samoa,-13.8333,-171.75
Arad,Israel,31.25,35.2167
Arad,Romania,46.175,21.3125
Aral,China,40.548,81.281
Aral,Kazakhstan,46.7833,61.6667
Ararat,Armenia,39.8303,44.7025
Ararat,Australia,-37.2833,142.9167
Armavir,Armenia,40.15,44.04
Armavir,Russia,45,41.1167
Armenia,Colombia,4.53,-75.68
Armenia,El Salvador,13.75,-89.5
Arona,Italy,45.7569,8.56
Arona,Spain,28.0996,-16.6809
Arouca,Portugal,40.9338,-8.2449
Arouca,Trinidad and Tobago,10.6333,-61.3333
Arroyito,Argentina,-31.4167,-63.05
Arroyito,Paraguay,-23.1733,-56.7747
Arta,Djibouti,11.5236,42.8472
Arta,Greece,39.165,20.9875
As,Czechia,50.2239,12.195
As,Norway,59.6603,10.7836
Asadabad,Afghanistan,34.8742,71.1528
Asadabad,Iran,34.7825,48.1186
Asaka,Japan,35.7972,139.5939
Asaka,Uzbekistan,40.6333,72.2333
Ascension,Bolivia,-15.6996,-63.08
Ascension,Mexico,31.0928,-107.9964
Ashton,New Zealand,-44.0333,171.7667
Ashton,United Kingdom,53.4897,-2.0952
Astorga,Brazil,-23.2328,-51.6658
Astorga,Spain,42.4589,-6.0633
Atherton,Australia,-17.2658,145.478
Atherton,United Kingdom,53.523,-2.495
Aveiro,Brazil,-3.6058,-55.3319
Aveiro,Portugal,40.6333,-8.65
Ayacucho,Argentina,-37.1333,-58.4667
Ayacucho,Peru,-13.1631,-74.2244
Ayas,India,24.2508,87.7784
Ayas,Turkey,40.0172,32.3483
Ayr,Australia,-19.5744,147.4066
Ayr,United Kingdom,55.458,-4.629
Baden,Austria,48.0075,16.2344
Baden,Switzerland,47.4667,8.3
Bago,Myanmar,17.3333,96.4833
Bago,Philippines,10.5388,122.8384
Baiao,Brazil,-2.7908,-49.6719
Baiao,Portugal,41.1667,-8.0333
Banga,Angola,-8.7333,15.1667
Banga,India,31.1887,75.9949
Banga,Philippines,6.3,124.7833
Bangar,Brunei,4.7086,115.0739
Bangar,Philippines,16.9,120.4167
Bangui,Central African Republic,4.3733,18.5628
Bangui,Philippines,18.5378,120.7653
Bani,Dominican Republic,18.29,-70.33
Bani,Philippines,16.1869,119.8592
Banqiao,China,35.8912,107.9655
Banqiao,Taiwan,25.0143,121.4672
Baoshan,China,25.1211,99.169
Baoshan,Taiwan,24.7428,120.9991
Bar,Montenegro,42.1,19.1
Bar,Ukraine,49.0781,27.6831
Barah,India,25.3885,85.4912
Barah,Syria,35.683,36.533
Barbacoas,Colombia,1.6717,-78.1397
Barbacoas,Venezuela,9.4833,-66.9761
Barcelona,Philippines,12.8694,124.1419
Barcelona,Spain,41.3825,2.1769
Barcelona,Venezuela,10.1333,-64.6833
Barcelos,Brazil,-0.975,-62.9239
Barcelos,Portugal,41.5167,-8.6167
Bari,India,25.8769,86.1918
Bari,Italy,41.1253,16.8667
Batalha,Brazil,-4.0239,-42.0778
Batalha,Portugal,39.65,-8.8
Batan,Argentina,-38.0078,-57.7097
Batan,Costa Rica,10.1041,-83.3529
Batan,Philippines,11.5853,122.4981
Bathurst,Australia,-33.42,149.5778
Bathurst,Canada,47.62,-65.65
Bayeux,Brazil,-7.1333,-34.9333
Bayeux,France,49.2786,-0.7039
Beaconsfield,Canada,45.4333,-73.8667
Beaconsfield,United Kingdom,51.6009,-0.6347
Beja,Portugal,38.0333,-7.8833
Beja,Tunisia,36.7333,9.1833
Belas,Angola,-8.9983,13.265
Belas,Portugal,38.7754,-9.2716
Belen,Argentina,-27.65,-67.0333
Belen,Nicaragua,11.5028,-85.8889
Belen,Paraguay,-23.466,-57.262
Belen,Turkey,36.4889,36.1944
Bellavista,Chile,-34.9333,-71.3167
Bellavista,Colombia,6.5236,-76.9744
Bellavista,Peru,-7.0668,-76.5847
Beloeil,Belgium,50.5333,3.7167
Beloeil,Canada,45.5667,-73.2
Benavente,Portugal,38.9667,-8.8
Benavente,Spain,42.0031,-5.6742
Benito Juarez,Argentina,-37.6667,-59.7833
Benito Juarez,Mexico,20.8833,-98.2
Bergen,Germany,54.4167,13.4333
Bergen,Netherlands,52.6667,4.7167
Bergen,Norway,60.3894,5.33
Betania,Brazil,-8.2767,-38.0339
Betania,Colombia,5.75,-75.9667
Betanzos,Bolivia,-19.5533,-65.4536
Betanzos,Spain,43.2792,-8.2106
Bharatpur,India,27.22,77.48
Bharatpur,Nepal,27.6833,84.4333
Bina,Azerbaijan,40.4539,50.0764
Bina,India,26.0792,86.6326
Bo,Sierra Leone,7.9564,-11.74
Bo,Vietnam,20.6736,105.5311
Bocholt,Belgium,51.1722,5.5794
Bocholt,Germany,51.8333,6.6167
Bogo,Cameroon,10.7361,14.6108
Bogo,Philippines,11.0167,124
Bor,Russia,56.35,44.0833
Bor,Serbia,44.1303,22.1036
Bor,South Sudan,6.2125,31.5608
Bor,Turkey,37.8833,34.5667
Borna,Germany,51.1167,12.5
Borna,India,25.4373,86.6172
Borne,India,25.5431,86.6999
Borne,Netherlands,52.3,6.75
Boyarka,Russia,70.767,97.5
Boyarka,Ukraine,50.3292,30.2886
Braganca,Brazil,-1.0628,-46.7728
Braganca,Portugal,41.8067,-6.7589
Brest,Belarus,52.1347,23.6569
Brest,France,48.39,-4.49
Bruges,Belgium,51.2089,3.2242
Bruges,France,44.8828,-0.6125
Buenavista,Colombia,8.2233,-75.4817
Buenavista,Philippines,8.9744,125.409
Buenos Aires,Argentina,-34.5997,-58.3819
Buenos Aires,Brazil,-7.7258,-35.3269
Buenos Aires,Colombia,2.9167,-76.6667
Buenos Aires,Costa Rica,9.1985,-83.2816
Burgdorf,Germany,52.45,10.0083
Burgdorf,Switzerland,47.05,7.6167
Burgos,Philippines,17.0667,121.7
Burgos,Spain,42.3408,-3.6997
Busia,Kenya,0.4633,34.1053
Busia,Uganda,0.4669,34.09
Caceres,Brazil,-16.0711,-57.6789
Caceres,Colombia,7.6667,-75.3333
Caceres,Spain,39.4833,-6.3667
Cadiz,Philippines,10.95,123.3
Cadiz,Spain,36.535,-6.2975
Caimito,Colombia,8.8333,-75.1667
Caimito,Cuba,22.9575,-82.5964
Cajamarca,Colombia,4.4167,-75.5
Cajamarca,Peru,-7.1667,-78.5167
Calarasi,Moldova,47.25,28.3
Calarasi,Romania,44.2,27.3333
Calatrava,Equatorial Guinea,1.1164,9.4186
Calatrava,Philippines,10.6,123.4833
Caldas,Brazil,-21.9239,-46.3858
Caldas,Colombia,6.09,-75.638
Caledon,Canada,43.8667,-79.8667
Caledon,South Africa,-34.23,19.4283
Camargo,Bolivia,-20.6403,-65.2103
Camargo,Mexico,27.667,-105.167
Campamento,Colombia,6.9789,-75.2964
Campamento,Honduras,14.55,-86.65
Campo Largo,Argentina,-26.8,-60.8333
Campo Largo,Brazil,-25.4589,-49.5278
Candelaria,Brazil,-29.6689,-52.7889
Candelaria,Colombia,3.4,-76.3833
Candelaria,Cuba,22.7439,-82.9581
Candelaria,El Salvador,13.75,-88.95
Candelaria,Mexico,18.1835,-91.0463
Candelaria,Philippines,13.9311,121.4233
Candelaria,Puerto Rico,18.4042,-66.2175
Candelaria,Spain,28.3547,-16.371
Canoas,Brazil,-29.92,-51.18
Canoas,Costa Rica,8.5333,-82.8333
Cantanhede,Brazil,-3.6328,-44.3769
Cantanhede,Portugal,40.3462,-8.5941
Cardenas,Cuba,23.0428,-81.2036
Cardenas,Mexico,22.0103,-99.6522
Carmen,Mexico,18.4167,-91.6333
Carmen,Philippines,7.2,124.7833
Carmona,Philippines,14.3167,121.05
Carmona,Spain,37.4667,-5.6333
Carnarvon,Australia,-24.8672,113.6611
Carnarvon,South Africa,-30.9667,22.1333
Cartagena,Chile,-33.5425,-71.5958
Cartagena,Colombia,10.4,-75.5
Cartagena,Spain,37.6,-0.9819
Cartago,Colombia,4.7,-75.9167
Cartago,Costa Rica,9.8667,-83.9167
Casablanca,Chile,-33.3167,-71.4167
Casablanca,Morocco,33.5333,-7.5833
Castro,Brazil,-24.7908,-50.0119
Castro,Chile,-42.4667,-73.8
Cavaillon,France,43.8375,5.0381
Cavaillon,Haiti,18.3,-73.65
Cerro Azul,Brazil,-24.8239,-49.2608
Cerro Azul,Mexico,21.2,-97.7331
Chambly,Canada,45.4311,-73.2873
Chambly,France,49.1667,2.2481
Changzhi,China,36.1953,113.097
Changzhi,Taiwan,22.6833,120.5333
Chaozhou,China,23.67,116.63
Chaozhou,Taiwan,22.55,120.5333
Chaves,Brazil,-0.16,-49.9878
Chaves,Portugal,41.7406,-7.4714
Cheran,India,25.361,85.5421
Cheran,Mexico,19.6833,-101.95
Chita,Colombia,6.1667,-72.4167
Chita,Japan,35,136.8667
Chita,Russia,52.0333,113.5
Christchurch,New Zealand,-43.531,172.6365
Christchurch,United Kingdom,50.73,-1.78
Chuy,Kyrgyzstan,42.81,75.28
Chuy,Uruguay,-33.6964,-53.46
Ciudad Bolivar,Colombia,5.85,-76.0333
Ciudad Bolivar,Venezuela,8.1219,-63.55
Coatepeque,El Salvador,13.9167,-89.5
Coatepeque,Guatemala,14.7,-91.8667
Cochrane,Canada,51.189,-114.467
Cochrane,Chile,-47.2547,-72.575
Colina,Brazil,-20.7136,-48.5411
Colina,Chile,-33.2017,-70.6703
Colombo,Brazil,-25.2919,-49.2239
Colombo,Sri Lanka,6.9344,79.8428
Colon,Argentina,-33.8833,-61.1
Colon,Costa Rica,9.9096,-84.262
Colon,Cuba,22.7225,-80.9067
Colon,El Salvador,13.7167,-89.3667
Colon,Panama,9.3572,-79.8986
Colon,Venezuela,8.0378,-72.2519
Comalapa,Mexico,15.6602,-92.1411
Comalapa,Nicaragua,12.2842,-85.5106
Comapa,Guatemala,14.1114,-89.7497
Comapa,Mexico,19.1667,-96.8666
Compostela,Mexico,21.2389,-104.9
Compostela,Philippines,7.6667,126.0833
Concepcion,Argentina,-27.3333,-65.5833
Concepcion,Chile,-36.8282,-73.0514
Concepcion,Paraguay,-23.4,-57.43
Concepcion,Peru,-11.9185,-75.3129
Concepcion,Philippines,15.3249,120.6554
Concordia,Argentina,-31.4,-58.0333
Concordia,Brazil,-27.2339,-52.0278
Concordia,Colombia,6.049,-75.909
Cordoba,Argentina,-31.4167,-64.1833
Cordoba,Colombia,0.855,-77.5211
Cordoba,Mexico,18.8942,-96.9347
Cordoba,Spain,37.8845,-4.7796
Corinto,Brazil,-18.3808,-44.4558
Corinto,Colombia,3.1739,-76.2594
Corinto,El Salvador,13.8167,-87.9667
Corinto,Nicaragua,12.4819,-87.1742
Corozal,Belize,18.4,-88.4
Corozal,Colombia,9.3333,-75.25
Corozal,Puerto Rico,18.341,-66.3124
Cortes,Brazil,-8.47,-35.5436
Cortes,Philippines,9.7167,123.8833
Costesti,Moldova,46.8678,28.7689
Costesti,Romania,44.6697,24.88
Cuenca,Ecuador,-2.8974,-79.0045
Cuenca,Philippines,13.9167,121.05
Cuenca,Spain,40.0667,-2.15
Dacun,China,34.7201,109.0549
Dacun,Taiwan,23.9911,120.5394
Dala,Angola,-11.0342,20.2036
Dala,India,30.7773,75.2494
Dali,China,25.6808,100.3003
Dali,Cyprus,35.0211,33.42
Damme,Belgium,51.25,3.2833
Damme,Germany,52.5208,8.1986
Dara,India,26.1546,86.4483
Dara,Senegal,15.35,-15.6
Dehqonobod,Tajikistan,37.6333,69.45
Dehqonobod,Uzbekistan,40.5314,69.0342
Deurne,Belgium,51.2247,4.4625
Deurne,Netherlands,51.4667,5.8
Dhaka,Bangladesh,23.7639,90.3889
Dhaka,India,26.72,85.33
Dieppe,Canada,46.0989,-64.7242
Dieppe,France,49.92,1.08
Dimitrovgrad,Bulgaria,42.05,25.6
Dimitrovgrad,Russia,54.1833,49.5833
Dimitrovgrad,Serbia,43.0167,22.7833
Dingle,Philippines,11.05,122.6667
Dingle,United Kingdom,53.3774,-2.9613
Dolores,Argentina,-36.3167,-57.6667
Dolores,Guatemala,16.5142,-89.4158
Dolores,Philippines,12.0378,125.4828
Dolores,Uruguay,-33.5333,-58.2167
Don Bosco,Argentina,-34.7,-58.2833
Don Bosco,Philippines,14.4817,121.0258
Dondo,Angola,-9.6942,14.4228
Dondo,Mozambique,-19.6167,34.75
Donetsk,Russia,48.3333,39.9333
Donetsk,Ukraine,48.0028,37.8053
Dongshan,China,22.0635,112.8322
Dongshan,Taiwan,24.6319,121.7539
Dundee,South Africa,-28.1725,30.2314
Dundee,United Kingdom,56.462,-2.9707
Ede,Netherlands,52.05,5.6667
Ede,Nigeria,7.7389,4.4361
Edmonton,Canada,53.5344,-113.4903
Edmonton,United Kingdom,51.6154,-0.0708
El Bosque,Chile,-33.5667,-70.675
El Bosque,Mexico,17.0333,-92.75
El Carmen,Colombia,8.5128,-73.4508
El Carmen,El Salvador,13.7167,-88.9
El Palmar,Guatemala,14.65,-91.5833
El Palmar,Venezuela,8.0244,-61.8819
El Paraiso,El Salvador,14.0833,-89.0833
El Paraiso,Honduras,15.0167,-88.9833
El Progreso,Guatemala,14.35,-89.85
El Progreso,Honduras,15.4,-87.8
El Rosario,El Salvador,13.5,-89.0333
El Rosario,Mexico,22.9922,-105.8572
Eldorado,Argentina,-26.4,-54.6333
Eldorado,Brazil,-24.52,-48.1081
Emmen,Netherlands,52.7833,6.9
Emmen,Switzerland,47.0833,8.3
Ensenada,Argentina,-34.8644,-57.9103
Ensenada,Mexico,31.8578,-116.6058
Entre Rios,Bolivia,-21.5264,-64.1733
Entre Rios,Brazil,-11.9419,-38.0839
Epe,Netherlands,52.35,5.9833
Epe,Nigeria,6.5573,3.9912
Escuintla,Guatemala,14.2978,-90.7869
Escuintla,Mexico,15.3193,-92.6586
Esmeraldas,Brazil,-19.7628,-44.3139
Esmeraldas,Ecuador,0.9667,-79.6528
Esperanza,Argentina,-31.4167,-60.9333
Esperanza,Cuba,22.4472,-80.0966
Esperanza,Dominican Republic,19.58,-70.99
Esperanza,Mexico,27.58,-109.9298
Esperanza,Philippines,6.7167,124.5167
Esquipulas,Guatemala,14.6167,-89.2
Esquipulas,Nicaragua,12.6639,-85.7881
Essen,Belgium,51.4667,4.4667
Essen,Germany,51.4508,7.0131
Estancia,Brazil,-11.2678,-37.4378
Estancia,Philippines,11.45,123.15
Exmouth,Australia,-21.9331,114.1281
Exmouth,United Kingdom,50.62,-3.413
Fatima,Brazil,-10.6,-38.2169
Fatima,Portugal,39.6255,-8.6659
Filadelfia,Brazil,-10.7408,-40.1328
Filadelfia,Colombia,5.3,-75.6
Filadelfia,Paraguay,-22.34,-60.03
Florencia,Colombia,1.6139,-75.6128
Florencia,Costa Rica,10.3665,-84.4814
Florencia,Cuba,22.1475,-78.9669
Flores,Brazil,-7.8658,-37.975
Flores,Guatemala,16.9333,-89.8833
Floresti,Moldova,47.8933,28.3014
Floresti,Romania,46.7475,23.4908
Florida,Argentina,-34.5167,-58.5
Florida,Chile,-36.8167,-72.6667
Florida,Colombia,3.3275,-76.2386
Florida,Cuba,21.5294,-78.2228
Florida,Puerto Rico,18.3643,-66.5611
Florida,Uruguay,-34.1,-56.2167
Floridablanca,Colombia,7.2167,-73.0667
Floridablanca,Philippines,14.9333,120.5
Foca,Bosnia and Herzegovina,43.5,18.7833
Foca,Turkey,38.6667,26.7667
Formosa,Argentina,-26.1833,-58.1833
Formosa,Brazil,-15.5369,-47.3339
Frontera,Argentina,-31.4278,-62.0619
Frontera,Mexico,26.926,-101.449
Fundao,Brazil,-19.9328,-40.4069
Fundao,Portugal,40.1333,-7.5
Fyzabad,India,26.773,82.146
Fyzabad,Trinidad and Tobago,10.1833,-61.55
Gallipoli,Italy,40.0556,17.9917
Gallipoli,Turkey,40.4139,26.6703
Gaya,India,24.75,85.01
Gaya,Niger,11.8878,3.4467
George Town,Cayman Islands,19.2866,-81.3744
George Town,Malaysia,5.4144,100.3292
Getafe,Philippines,10.15,124.15
Getafe,Spain,40.3047,-3.7311
Gisborne,Australia,-37.49,144.5889
Gisborne,New Zealand,-38.6625,178.0178
Gloria,Brazil,-9.3389,-38.2569
Gloria,Philippines,12.9722,121.4778
Gombe,Nigeria,10.2904,11.17
Gombe,Uganda,0.1811,32.1142
Gondomar,Portugal,41.15,-8.5333
Gondomar,Spain,42.1111,-8.7611
Gonzaga,Italy,44.95,10.8167
Gonzaga,Philippines,18.2614,121.9969
Gopalpur,Bangladesh,24.5583,89.9167
Gopalpur,India,26.1317,84.3594
Granada,Colombia,6.147,-75.188
Granada,Nicaragua,11.9347,-85.9589
Granada,Spain,37.1781,-3.6008
Grimsby,Canada,43.2,-79.55
Grimsby,United Kingdom,53.5675,-0.08
Groningen,Netherlands,53.2167,6.5667
Groningen,Suriname,5.8,-55.4667
Guadalajara,Mexico,20.6767,-103.3475
Guadalajara,Spain,40.6337,-3.1674
Guadalupe,Brazil,-6.7869,-43.5689
Guadalupe,Colombia,2.025,-75.7572
Guadalupe,Costa Rica,9.9494,-84.0512
Guadalupe,Mexico,25.6775,-100.2597
Guadalupe,Sao Tome and Principe,0.38,6.6381
Guaranda,Colombia,8.4672,-74.5367
Guaranda,Ecuador,-1.6,-79
Guimaraes,Brazil,-2.1328,-44.6008
Guimaraes,Portugal,41.45,-8.3
Haaren,Germany,50.7956,6.1269
Haaren,Netherlands,51.6,5.2333
Halifax,Canada,44.6475,-63.5906
Halifax,United Kingdom,53.725,-1.863
Halle,Belgium,50.7361,4.2372
Halle,Germany,51.4828,11.9697
Hangu,China,39.232,117.777
Hangu,Pakistan,33.5333,71.0667
Haren,Germany,52.7667,7.2167
Haren,Netherlands,53.1667,6.6
Haripur,India,26.258,87.242
Haripur,Pakistan,33.9942,72.9333
Hernani,Philippines,11.3239,125.6181
Hernani,Spain,43.2667,-1.9667
Heusden,Belgium,51.0281,3.8
Heusden,Netherlands,51.6998,5.166
Ilam,Iran,33.6374,46.4227
Ilam,Nepal,26.908,87.926
Ina,Benin,9.9833,2.7167
Ina,Japan,35.8275,137.954
Inverness,Canada,46.2,-61.1
Inverness,United Kingdom,57.4778,-4.2247
Inza,Colombia,2.55,-76.0667
Inza,Russia,53.85,46.35
Isabela,Philippines,10.2,122.9833
Isabela,Puerto Rico,18.4991,-67.022
Islamabad,India,33.73,75.15
Islamabad,Pakistan,33.6931,73.0639
Jaen,Peru,-5.7083,-78.8083
Jaen,Philippines,15.3392,120.9069
Jaen,Spain,37.7667,-3.7711
Jagatpur,Bangladesh,23.6048,90.7628
Jagatpur,India,26.3738,86.0509
Jalalabad,Afghanistan,34.4342,70.4478
Jalalabad,Pakistan,35.88,74.493
Jalapa,Guatemala,14.6379,-89.9904
Jalapa,Mexico,17.7,-92.8
Jalapa,Nicaragua,13.9222,-86.1253
Jamalpur,Bangladesh,24.9004,89.95
Jamalpur,India,25.3,86.5
Jesenice,Czechia,49.9683,14.5136
Jesenice,Slovenia,46.4366,14.0602
Jesus Maria,Argentina,-30.9833,-64.1
Jesus Maria,Mexico,21.9667,-102.35
Ji'an,China,27.1172,114.9793
Ji'an,Taiwan,23.95,121.5722
Jimenez,Costa Rica,10.1797,-83.7382
Jimenez,Mexico,27.13,-104.9067
Jimenez,Philippines,8.3333,123.8333
Jincheng,China,35.4906,112.8483
Jincheng,Taiwan,24.4167,118.3167
Jitpur,India,26.8149,84.9578
Jitpur,Nepal,27.6666,85.3333
Junin,Argentina,-34.5833,-60.95
Junin,Colombia,4.7903,-73.8136
Junin,Peru,-11.15,-75.9833
Kadoma,Japan,34.7333,135.5833
Kadoma,Zimbabwe,-18.34,29.9
Kandi,Benin,11.1286,2.9369
Kandi,India,23.9595,88.0402
Kasama,Japan,36.3452,140.3043
Kasama,Zambia,-10.2117,31.1783
Kathu,South Africa,-27.7,23.05
Kathu,Thailand,7.9112,98.3475
Kawara,Japan,33.668,130.8473
Kawara,Niger,14.0706,5.6715
Kayes,Congo (Brazzaville),-4.1681,13.2939
Kayes,Mali,14.45,-11.4167
Kazo,Japan,36.1314,139.6018
Kazo,Uganda,-0.0528,30.7569
Khanpur,India,25.8572,85.933
Khanpur,Pakistan,28.6453,70.6567
Kirovsk,Russia,67.6167,33.65
Kirovsk,Ukraine,48.6333,38.65
Kochi,India,9.97,76.28
Kochi,Japan,33.5589,133.5314
Kola,India,22.43,87.87
Kola,Russia,68.8833,33.0833
Korba,India,22.35,82.68
Korba,Tunisia,36.5667,10.8667
Kota,India,25.18,75.83
Kota,Japan,34.8645,137.1658
Krasnyy Yar,Kazakhstan,53.3239,69.2525
Krasnyy Yar,Russia,46.5331,48.3456
Kratovo,Macedonia,42.0783,22.175
Kratovo,Russia,55.5911,38.1803
Krizevci,Croatia,46.0258,16.5425
Krizevci,Slovenia,46.5631,16.1399
Kulu,India,31.96,77.1
Kulu,Turkey,39.0892,33.0806
Kumi,South Korea,36.1195,128.3444
Kumi,Uganda,1.4608,33.9361
Kushk,Afghanistan,33.2956,61.9522
Kushk,Iran,32.6428,51.5
La Calera,Argentina,-31.3439,-64.3353
La Calera,Chile,-32.7867,-71.1972
La Calera,Colombia,4.7531,-73.92
La Carlota,Argentina,-33.4333,-63.3
La Carlota,Philippines,10.4167,122.9167
La Carlota,Spain,37.6667,-4.9333
La Cruz,Chile,-32.8281,-71.1761
La Cruz,Colombia,1.6047,-76.9742
La Cruz,Costa Rica,11.0845,-85.6436
La Cruz,Mexico,23.9214,-106.8919
La Esperanza,Colombia,7.6392,-73.3358
La Esperanza,Guatemala,14.8719,-91.5619
La Esperanza,Honduras,14.3,-88.1833
La Florida,Chile,-33.5333,-70.5833
La Florida,Colombia,1.3017,-77.4106
La Huerta,Mexico,19.4833,-104.65
La Huerta,Philippines,14.4972,120.9953
La Libertad,Ecuador,-2.2333,-80.9
La Libertad,El Salvador,13.4833,-89.3167
La Libertad,Guatemala,15.5,-91.8333
La Libertad,Nicaragua,12.2156,-85.1647
La Libertad,Philippines,10.0333,123.2167
La Paz,Argentina,-30.75,-59.65
La Paz,Bolivia,-16.5,-68.15
La Paz,Honduras,14.3169,-87.6831
La Paz,Mexico,24.1422,-110.3108
La Paz,Philippines,15.4431,120.7289
La Paz,Uruguay,-34.7617,-56.2233
La Reina,Chile,-33.45,-70.55
La Reina,El Salvador,14.1833,-89.15
La Rinconada,Peru,-14.6325,-69.4458
La Rinconada,Spain,37.4833,-5.9667
La Trinidad,Mexico,15.9833,-91.8667
La Trinidad,Nicaragua,12.9678,-86.2339
La Trinidad,Philippines,16.4621,120.5877
La Union,Chile,-40.2833,-73.0833
La Union,Colombia,4.5331,-76.1006
La Union,El Salvador,13.3369,-87.8439
La Union,Guatemala,14.9667,-89.2833
La Union,Spain,37.6192,-0.8756
La Vega,Colombia,2.0008,-76.7778
La Vega,Dominican Republic,19.22,-70.53
La Victoria,Colombia,4.5214,-76.0364
La Victoria,Dominican Republic,18.55,-69.9
La Victoria,Venezuela,10.2278,-67.3336
Ladysmith,Canada,48.9975,-123.8203
Ladysmith,South Africa,-28.5597,29.7806
Lagos,Greece,41.0667,25.025
Lagos,Nigeria,6.455,3.3841
