loc,lat,lon,country,reg
Cagnes-sur-Mer,43.6644,7.1489,France,NA
Perth Amboy,40.5202,-74.2724,United States,NA
Badurpalle,17.5468,78.365,India,NA
Shiogama,38.3144,141.022,Japan,NA
Al Karnak,25.7186,32.6586,Egypt,NA
Kyaliwajjala,0.38,32.6467,Uganda,NA
Gabrovo,42.8667,25.3333,Bulgaria,NA
Gutao,37.1989,112.1767,China,NA
Padangpanjang,-0.45,100.4167,Indonesia,NA
Mikkeli,61.6833,27.2667,Finland,NA
Chake Chake,-5.2395,39.77,Tanzania,NA
Cumbernauld,55.945,-3.994,United Kingdom,NA
Choisy-le-Roi,48.763,2.409,France,NA
Tamiami,25.7556,-80.4016,United States,NA
Arwal,25.25,84.68,India,NA
Gjilan,42.4647,21.4669,Kosovo,NA
Willenhall,52.5798,-2.0605,United Kingdom,NA
Westchester,25.7471,-80.3523,United States,NA
Louangphabang,19.8833,102.1333,Laos,NA
Shiraoka,36.0191,139.6769,Japan,NA
Plainfield,40.6154,-74.4157,United States,NA
Oak Park,41.8872,-87.7899,United States,NA
Tulcan,0.8117,-77.7186,Ecuador,NA
Korce,40.6167,20.7667,Albania,NA
Paramount,33.8977,-118.1651,United States,NA
Muktagacha,24.7662,90.2562,Bangladesh,NA
Al Ma`alla',12.7897,45.0064,Yemen,NA
Aspen Hill,39.0927,-77.0826,United States,NA
Ampitatafika,-18.9333,47.475,Madagascar,NA
Sakon Nakhon,17.1564,104.1456,Thailand,NA
Alajuela,10.164,-84.2645,Costa Rica,NA
Qalqilyah,32.1903,34.9686,Palestine,NA
Kabale,-1.25,29.99,Uganda,NA
Liberia,10.6333,-85.4333,Costa Rica,NA
Marondera,-18.1897,31.5467,Zimbabwe,NA
Yeovil,50.9452,-2.637,United Kingdom,NA
Moskovskiy,55.6,37.35,Russia,NA
Nes Ziyyona,31.9333,34.8,Israel,NA
Kendale Lakes,25.7081,-80.4078,United States,NA
El Ghaziye,33.5186,35.3661,Lebanon,NA
Santo Cristo,14.6603,121.03,Philippines,NA
Noisy-le-Sec,48.8894,2.4503,France,NA
Scafati,40.7536,14.5253,Italy,NA
Hrazdan,40.5,44.7667,Armenia,NA
Targovishte,43.25,26.5833,Bulgaria,NA
Maha Sarakham,16.1772,103.3008,Thailand,NA
Boujad,32.7667,-6.4,Morocco,NA
Chahar Dangeh,35.6031,51.3097,Iran,NA
Takeo,10.9833,104.7833,Cambodia,NA
Alytus,54.4014,24.0492,Lithuania,NA
Tam Hiep,10.9497,106.8575,Vietnam,NA
Bang Bua Thong,13.9099,100.4263,Thailand,NA
Aloha,45.492,-122.8725,United States,NA
Gennevilliers,48.9333,2.3,France,NA
Chong Nonsi,13.6965,100.5427,Thailand,NA
Catford,51.4452,-0.0207,United Kingdom,NA
Myrnohrad,48.2911,37.2681,Ukraine,NA
Iwakura,35.2794,136.8714,Japan,NA
Levittown,40.7241,-73.5125,United States,NA
Elmshorn,53.7519,9.6511,Germany,NA
West New York,40.7857,-74.0094,United States,NA
Noveleta,14.4333,120.8833,Philippines,NA
Takahama,34.9275,136.9878,Japan,NA
Bloomfield,40.8098,-74.1869,United States,NA
Collegno,45.0775,7.5724,Italy,NA
Jinotepe,11.8472,-86.199700000000007,Nicaragua,NA
Ain El Aouda,33.8111,-6.7922,Morocco,NA
Suzukawa,35.373,139.3839,Japan,NA
Lamia,38.9,22.4333,Greece,NA
Mangochi,-14.4667,35.2667,Malawi,NA
Qiryat Ono,32.0636,34.8553,Israel,NA
Lankaran,38.7536,48.8511,Azerbaijan,NA
Vila Real,41.2958,-7.7461,Portugal,NA
Kardzhali,41.65,25.3667,Bulgaria,NA
Placentia,33.8807,-117.8553,United States,NA
Aliso Viejo,33.5792,-117.7289,United States,NA
Choma,-16.7711,26.9922,Zambia,NA
Cojutepeque,13.7167,-88.9333,El Salvador,NA
Livry-Gargan,48.9192,2.5361,France,NA
Wheaton,39.0492,-77.0573,United States,NA
Ksar Hellal,35.6429,10.8911,Tunisia,NA
Teplice,50.6444,13.8319,Czechia,NA
Edenvale,-26.1411,28.1528,South Africa,NA
Harasta,33.5667,36.3667,Syria,NA
Rosemead,34.0689,-118.0823,United States,NA
Kunnamkulam,10.65,76.08,India,NA
Jihlava,49.4003,15.5906,Czechia,NA
Whangarei,-35.725,174.3236,New Zealand,NA
Sombor,45.7833,19.1167,Serbia,NA
Qasbat Tadla,32.6,-6.2667,Morocco,NA
Florin,38.4832,-121.4043,United States,NA
Upplands Vasby,59.5167,17.9167,Sweden,NA
Binondo,14.6,120.967,Philippines,NA
Tizimin,21.1425,-88.1647,Mexico,NA
Kendraparha,20.5,86.42,India,NA
Surbiton,51.394,-0.307,United Kingdom,NA
Kasuya,33.6108,130.4806,Japan,NA
Guozhen,34.3668,107.198,China,NA
Stretford,53.4466,-2.3086,United Kingdom,NA
Cuetzalan,20.0333,-97.5167,Mexico,NA
Salekhard,66.5333,66.6333,Russia,NA
Sar-e Pul,36.2214,65.9278,Afghanistan,NA
Evere,50.8667,4.4,Belgium,NA
Jurmala,56.9681,23.7703,Latvia,NA
Cheshunt,51.702,-0.035,United Kingdom,NA
Komotini,41.1,25.4167,Greece,NA
Country Club,25.9407,-80.3102,United States,NA
Rosso,16.5128,-15.805,Mauritania,NA
Covina,34.0903,-117.8818,United States,NA
Levakant,37.8667,68.9167,Tajikistan,NA
La Courneuve,48.9322,2.3967,France,NA
Halle-Neustadt,51.4789,11.9214,Germany,NA
Bastia,42.7008,9.4503,France,NA
Changanacheri,9.4667,76.55,India,NA
Bodupal,17.4139,78.5783,India,NA
Longchamps,-34.85,-58.3833,Argentina,NA
Barendrecht,51.85,4.5333,Netherlands,NA
Skenderaj,42.7467,20.7886,Kosovo,NA
Jarash,32.2723,35.8914,Jordan,NA
Bangued,17.5965,120.6179,Philippines,NA
Beni Yakhlef,33.6555,-7.3221,Morocco,NA
La Goulette,36.8181,10.305,Tunisia,NA
Barnet,51.6444,-0.1997,United Kingdom,NA
Kirkcaldy,56.1107,-3.1674,United Kingdom,NA
Abovyan,40.2739,44.6256,Armenia,NA
Colcapirhua,-17.4167,-66.25,Bolivia,NA
Bagneux,48.7983,2.3137,France,NA
Clondalkin,53.3203,-6.3947,Ireland,NA
North Bethesda,39.0393,-77.1191,United States,NA
Azemmour,33.2878,-8.3422,Morocco,NA
Gbadolite,4.275,21,Congo,NA
West Bridgford,52.932,-1.127,United Kingdom,NA
Mahmud-e Raqi,35.0206,69.3306,Afghanistan,NA
Meudon,48.8123,2.2382,France,NA
Lissone,45.6167,9.25,Italy,NA
Villa Alsina,-34.6667,-58.4167,Argentina,NA
Beckenham,51.408,-0.022,United Kingdom,NA
Luwero,0.8331,32.4994,Uganda,NA
Vidin,44,22.8667,Bulgaria,NA
Ma`an,30.1962,35.7341,Jordan,NA
Gracias,14.5833,-88.5833,Honduras,NA
Ostersund,63.1792,14.6358,Sweden,NA
Selibe Phikwe,-21.9758,27.84,Botswana,NA
Al Balyana,26.2333,32,Egypt,NA
Tlalmanalco,19.2044,-98.8025,Mexico,NA
Cypress,33.8171,-118.0386,United States,NA
Tubod,8.05,123.8,Philippines,NA
Bagnolet,48.8692,2.4181,France,NA
Campobasso,41.5667,14.6667,Italy,NA
Merksem,51.2428,4.4414,Belgium,NA
Al Kharjah,25.44,30.55,Egypt,NA
Kotelniki,55.6617,37.8672,Russia,NA
Nichelino,44.9955,7.6466,Italy,NA
Semera,11.7922,41.0086,Ethiopia,NA
El`ad,32.0522,34.9511,Israel,NA
Swietochlowice,50.2919,18.9178,Poland,NA
Pakaur,24.63,87.85,India,NA
Yumbe,3.465,31.245,Uganda,NA
Mpigi,0.23,32.33,Uganda,NA
Kangar,6.4333,100.2,Malaysia,NA
Manali,13.1667,80.2667,India,NA
Belfort,47.64,6.85,France,NA
Huancavelica,-12.7864,-74.9756,Peru,NA
Jbail,34.1236,35.6511,Lebanon,NA
Strood,51.393,0.478,United Kingdom,NA
Lulea,65.5844,22.1539,Sweden,NA
Couva,10.4167,-61.45,Trinidad and Tobago,NA
Figueras,42.2667,2.965,Spain,NA
Ramat HaSharon,32.15,34.8333,Israel,NA
Kaedi,16.1506,-13.5056,Mauritania,NA
Meoqui,28.2722,-105.4819,Mexico,NA
Cantel,14.8112,-91.4555,Guatemala,NA
Corroios,38.6147,-9.1508,Portugal,NA
Chatillon,48.8,2.29,France,NA
Xam Nua,20.415,104.048,Laos,NA
Jose Marmol,-34.7833,-58.3667,Argentina,NA
Wokingham,51.41,-0.84,United Kingdom,NA
Karlovy Vary,50.2306,12.8725,Czechia,NA
Banbury,52.061,-1.336,United Kingdom,NA
Talence,44.8,-0.584,France,NA
Bihat,25.4253,86.0208,India,NA
Santo Nino,14.5033,121.0031,Philippines,NA
Schagen,52.7833,4.8,Netherlands,NA
Rovenky,48.0833,39.3667,Ukraine,NA
Bilacari,40.4314,49.8081,Azerbaijan,NA
Nellikkuppam,11.7667,79.6833,India,NA
Tulum,20.2119,-87.4658,Mexico,NA
Gobardanga,22.87,88.76,India,NA
Krasnoznamensk,55.6008,37.0358,Russia,NA
Llavallol,-34.7667,-58.3833,Argentina,NA
Nueva Loja,0.0847,-76.8828,Ecuador,NA
Shertallai,9.6869,76.3361,India,NA
Seregno,45.65,9.2,Italy,NA
Serowe,-22.3833,26.7167,Botswana,NA
Birendranagar,28.6,81.6333,Nepal,NA
Bakau,13.4833,-16.6833,Gambia,NA
Nong Khai,17.8681,102.7444,Thailand,NA
Bindura,-17.3,31.3333,Zimbabwe,NA
Isiolo,0.35,37.5833,Kenya,NA
Antelope,38.7153,-121.361,United States,NA
University,28.0771,-82.4335,United States,NA
Sijua,23.7692,86.1673,India,NA
Borgerhout,51.2117,4.4407,Belgium,NA
Malakoff,48.8169,2.2944,France,NA
Urmston,53.4487,-2.3747,United Kingdom,NA
Madinat `Isa,26.1736,50.5478,Bahrain,NA
Inuma,36.0001,139.6242,Japan,NA
Alimos,37.9167,23.7167,Greece,NA
Havant,50.8517,-0.9842,United Kingdom,NA
Kanye,-24.9833,25.35,Botswana,NA
Leribe,-28.8734,28.0416,Lesotho,NA
Hinckley,52.5413,-1.3725,United Kingdom,NA
Njombe,-9.3333,34.7667,Tanzania,NA
La Mirada,33.9025,-118.0093,United States,NA
Ripollet,41.4969,2.1574,Spain,NA
Kanash,55.5069,47.4914,Russia,NA
Chalungalpadam,9.6896,76.3388,India,NA
Mamburao,13.2233,120.596,Philippines,NA
Worksop,53.3042,-1.1244,United Kingdom,NA
Morley,53.7492,-1.6023,United Kingdom,NA
Invercargill,-46.4131,168.3475,New Zealand,NA
Welling,51.4594,0.1097,United Kingdom,NA
Al `Ayyat,29.6167,31.25,Egypt,NA
Kerkrade,50.8667,6.0667,Netherlands,NA
Zabki,52.2928,21.1161,Poland,NA
Karmiel,32.9136,35.2961,Israel,NA
New Amsterdam,6.25,-57.5167,Guyana,NA
Hajjah,15.695,43.5975,Yemen,NA
Kokkola,63.8367,23.1333,Finland,NA
Tepalcatepec,19.1833,-102.85,Mexico,NA
Indija,45.05,20.0833,Serbia,NA
Puerto Lempira,15.2653,-83.7744,Honduras,NA
Hammam-Lif,36.7333,10.3333,Tunisia,NA
Bang Kruai,13.8042,100.4755,Thailand,NA
Dock Sur,-34.6417,-58.3478,Argentina,NA
Le Cannet,43.5769,7.0194,France,NA
Chitre,7.9667,-80.4333,Panama,NA
Badulla,6.9847,81.0564,Sri Lanka,NA
Nagykanizsa,46.455,16.9925,Hungary,NA
Naj` Hammadi,26.05,32.25,Egypt,NA
Cuilapa,14.2783,-90.2992,Guatemala,NA
Lindi,-9.9969,39.7144,Tanzania,NA
Al Badari,26.9925,31.4156,Egypt,NA
Mrirt,33.1667,-5.5667,Morocco,NA
Fleet,51.2834,-0.8456,United Kingdom,NA
Aweil,8.78,27.4,South Sudan,NA
Bharella,23.5506,91.0566,Bangladesh,NA
Bois-Colombes,48.9175,2.2683,France,NA
Murshidabad,24.18,88.27,India,NA
Valenciennes,50.3581,3.5233,France,NA
Yuchengcun,23.5633,116.2691,China,NA
Artigas,-30.4667,-56.4667,Uruguay,NA
Coatbridge,55.8625,-4.0266,United Kingdom,NA
Sibenik,43.735,15.8906,Croatia,NA
Daijiazhuang,38.1345,114.3906,China,NA
Cobija,-11.0333,-68.7333,Bolivia,NA
Chorley,53.653,-2.632,United Kingdom,NA
Hammam Sousse,35.8589,10.5939,Tunisia,NA
Farim,12.4833,-15.2167,Guinea-Bissau,NA
Ben Zakkay,31.8558,34.73,Israel,NA
Vanves,48.8208,2.2897,France,NA
Mafamude,41.1152,-8.6036,Portugal,NA
Kumatori,34.4014,135.3558,Japan,NA
Vilvoorde,50.9281,4.4245,Belgium,NA
Donggangli,39.9733,119.6406,China,NA
Kafr al Kurdi,31.1429,31.7826,Egypt,NA
Fareham,50.85,-1.18,United Kingdom,NA
Melun,48.5406,2.66,France,NA
Rozzano,45.3833,9.15,Italy,NA
Igualada,41.5814,1.6208,Spain,NA
Gbarnga,6.998,-9.473,Liberia,NA
Jerada,34.3117,-2.1636,Morocco,NA
Palayan City,15.5422,121.0844,Philippines,NA
Castleford,53.716,-1.356,United Kingdom,NA
Claypole,-34.8,-58.3333,Argentina,NA
Stains,48.95,2.3833,France,NA
Baclaran,14.5319,120.9942,Philippines,NA
Hackensack,40.8891,-74.0462,United States,NA
Yambio,4.565,28.375,South Sudan,NA
Berchem,51.1833,4.4167,Belgium,NA
Arendal,58.4608,8.7664,Norway,NA
Pinneberg,53.6333,9.8,Germany,NA
Nueva Gerona,21.8847,-82.8011,Cuba,NA
Tindouf,27.6753,-8.1286,Algeria,NA
Sykies,40.65,22.95,Greece,NA
Bluefields,12.0139,-83.7644,Nicaragua,NA
Tarbes,43.23,0.07,France,NA
Bellinzona,46.1954,9.0297,Switzerland,NA
Pattani,6.8664,101.2508,Thailand,NA
Gagny,48.8833,2.5333,France,NA
Lecherias,10.1889,-64.6951,Venezuela,NA
Trelleborg,55.3667,13.1667,Sweden,NA
Actopan,19.5036,-96.6192,Mexico,NA
Bac Kan,22.1333,105.8333,Vietnam,NA
Alcantarilla,37.9722,-1.2094,Spain,NA
Arras,50.292,2.78,France,NA
Newbury,51.401,-1.323,United Kingdom,NA
Coyotepec,19.7756,-99.2056,Mexico,NA
Inongo,-1.95,18.2667,Congo,NA
Bridgwater,51.128,-2.993,United Kingdom,NA
Teoloyucan,19.7442,-99.1811,Mexico,NA
Whitney,36.1008,-115.0379,United States,NA
Pinyahan,14.64,121.0461,Philippines,NA
Varkkallai,8.734,76.7256,India,NA
Port Loko,8.7667,-12.7875,Sierra Leone,NA
Dunaujvaros,46.9806,18.9127,Hungary,NA
Wan Tau Tong,22.4423,114.167,Hong Kong,NA
Razgrad,43.5333,26.5167,Bulgaria,NA
Desio,45.6167,9.2167,Italy,NA
Salvatierra,20.2156,-100.8961,Mexico,NA
Zugdidi,42.5083,41.8667,Georgia,NA
Mochudi,-24.4167,26.15,Botswana,NA
Qiryat Bialik,32.8333,35.0833,Israel,NA
El Aioun,34.5852,-2.5056,Morocco,NA
Bakhtiyarpur,25.4667,85.5167,India,NA
Boumerdes,36.7603,3.4724,Algeria,NA
Tinnanur,13.1145,80.0271,India,NA
Umm al Qaywayn,25.5533,55.5475,United Arab Emirates,NA
Xonobod,40.8,73,Uzbekistan,NA
Laindon,51.574,0.4181,United Kingdom,NA
Rohnert Park,38.3479,-122.6965,United States,NA
Palladam,10.99,77.2,India,NA
Kapan,39.2011,46.415,Armenia,NA
Villaflores,16.2355,-93.2677,Mexico,NA
Empalme,27.9617,-110.8125,Mexico,NA
Caerphilly,51.578,-3.218,United Kingdom,NA
Llanelli,51.684,-4.163,United Kingdom,NA
Baler,15.7583,121.5625,Philippines,NA
Trujillo Alto,18.3599,-66.0096,Puerto Rico,NA
Nueva Rosita,27.939,-101.218,Mexico,NA
Krus na Ligas,14.6442,121.0636,Philippines,NA
Desamparados,9.8967,-84.0706,Costa Rica,NA
Oakland Park,26.178,-80.1528,United States,NA
Kalmar,56.6614,16.3628,Sweden,NA
Wilkes-Barre,41.2469,-75.876,United States,NA
Sukuta,13.4167,-16.7,Gambia,NA
Bushenyi,-0.5417,30.1878,Uganda,NA
Caloundra,-26.7986,153.1289,Australia,NA
Guruvayur,10.5947,76.0403,India,NA
Oizumi,36.2478,139.4049,Japan,NA
Temsia,30.36,-9.414,Morocco,NA
Kirkby,53.48,-2.89,United Kingdom,NA
Campbell,37.2802,-121.9539,United States,NA
Wattrelos,50.7,3.217,France,NA
Annemasse,46.1958,6.2364,France,NA
Playa Vicente,17.8333,-95.8167,Mexico,NA
Beverwijk,52.4833,4.65,Netherlands,NA
Matale,7.4667,80.6167,Sri Lanka,NA
Ermezinde,41.217,-8.55,Portugal,NA
Veles,41.7153,21.7753,Macedonia,NA
Or Yehuda,32.0333,34.85,Israel,NA
Haedo,-34.65,-58.6,Argentina,NA
San Bruno,37.6256,-122.4313,United States,NA
Gambela,8.25,34.5833,Ethiopia,NA
Murzuq,25.9,13.9,Libya,NA
Drogheda,53.715,-6.3525,Ireland,NA
Shefar`am,32.8056,35.1694,Israel,NA
Cacem,38.7704,-9.3081,Portugal,NA
Munro,-34.5333,-58.5167,Argentina,NA
Sagauli,26.7833,84.7333,India,NA
Greenacres,26.627,-80.1371,United States,NA
Koboko,3.41,30.96,Uganda,NA
Lai Chau,22.3992,103.4392,Vietnam,NA
Franconville,48.9889,2.2314,France,NA
Ramsgate,51.336,1.416,United Kingdom,NA
Porur,13.0356,80.1582,India,NA
Small Heath,52.4629,-1.8542,United Kingdom,NA
Pallisa,1.1675,33.71,Uganda,NA
Silistra,44.1172,27.2606,Bulgaria,NA
Aziylal,31.9669,-6.5694,Morocco,NA
Kalutara,6.5869,79.9603,Sri Lanka,NA
Svay Rieng,11.0833,105.8,Cambodia,NA
Kwiha,13.4769,39.545,Ethiopia,NA
Cleethorpes,53.5533,-0.0215,United Kingdom,NA
Hicksville,40.7637,-73.5245,United States,NA
Jefferson City,38.5676,-92.1759,United States,NA
Woonsocket,42.001,-71.4993,United States,NA
Garbahaarrey,3.35,42.2667,Somalia,NA
Balintawak,14.6506,121.0014,Philippines,NA
Ban Sai Ma Tai,13.8444,100.4829,Thailand,NA
Coalville,52.724,-1.369,United Kingdom,NA
Blyth,55.126,-1.514,United Kingdom,NA
Saronno,45.6255,9.037,Italy,NA
Phulwaria,25.4697,85.9847,India,NA
Dubrovnik,42.6403,18.1083,Croatia,NA
Blanes,41.674,2.7921,Spain,NA
Quinhamel,11.8833,-15.85,Guinea-Bissau,NA
Dayr Mawas,27.6333,30.85,Egypt,NA
Melmadai,9.9264,78.1503,India,NA
Temascal,18.2394,-96.4031,Mexico,NA
Guarda,40.5333,-7.3333,Portugal,NA
Si Sa Ket,15.1069,104.3294,Thailand,NA
Fribourg,46.8,7.15,Switzerland,NA
Kenton,51.5878,-0.3086,United Kingdom,NA
Kampot,10.6,104.1667,Cambodia,NA
Miercurea-Ciuc,46.3594,25.8017,Romania,NA
Berat,40.7,19.95,Albania,NA
Ait Ourir,31.5644,-7.6628,Morocco,NA
Myrhorod,49.9667,33.6,Ukraine,NA
Bambari,5.7653,20.6742,Central African Republic,NA
Ardahan,41.1111,42.7022,Turkey,NA
Zagora,30.3306,-5.8381,Morocco,NA
Qapshaghay,43.8844,77.0687,Kazakhstan,NA
Nebbi,2.4792,31.09,Uganda,NA
Ilkeston,52.971,-1.309,United Kingdom,NA
Poissy,48.9294,2.0456,France,NA
Zyrardow,52.05,20.4333,Poland,NA
Nakama,33.8208,130.7083,Japan,NA
Matoupu,38.3198,114.7207,China,NA
Aberdare,51.713,-3.445,United Kingdom,NA
Viborg,56.4333,9.4,Denmark,NA
Lalganj,25.87,85.18,India,NA
Kahama,-3.8375,32.6,Tanzania,NA
Cesano Maderno,45.6307,9.1456,Italy,NA
Cachan,48.7919,2.3319,France,NA
Madipakkam,12.9623,80.1986,India,NA
Douai,50.3714,3.08,France,NA
Herne Bay,51.37,1.13,United Kingdom,NA
Annandale,38.8324,-77.196,United States,NA
Amudalavalasa,18.4167,83.9,India,NA
Puntarenas,9.9667,-84.8333,Costa Rica,NA
Biougra,30.2144,-9.3708,Morocco,NA
Narathiwat,6.4167,101.8167,Thailand,NA
Echirolles,45.1436,5.7183,France,NA
Kenge,-4.8056,17.0417,Congo,NA
Tuvagudi,10.7564,78.8011,India,NA
Kankuria,24.658,87.9794,India,NA
Mambajao,9.25,124.7167,Philippines,NA
Zgharta,34.4,35.9,Lebanon,NA
Ciampino,41.8,12.6,Italy,NA
Zacatelco,19.2167,-98.2333,Mexico,NA
Pujali,22.4679,88.1452,India,NA
Morshansk,53.45,41.8167,Russia,NA
Villa Adelina,-34.5175,-58.5475,Argentina,NA
Arzano,40.9167,14.2667,Italy,NA
Lusambo,-4.9729,23.4368,Congo,NA
Villepinte,48.955,2.541,France,NA
Ngozi,-2.9083,29.8269,Burundi,NA
Burjasot,39.5064,-0.4067,Spain,NA
Teaneck,40.89,-74.0107,United States,NA
Bicester,51.9,-1.15,United Kingdom,NA
Kisii,-0.6833,34.7667,Kenya,NA
Chittaranjan,23.87,86.87,India,NA
Rivas,11.4386,-85.8286,Nicaragua,NA
Corsico,45.4333,9.1167,Italy,NA
Vredenburg,-32.9,17.9833,South Africa,NA
Wilrijk,51.1667,4.3833,Belgium,NA
Oshakati,-17.7833,15.6995,Namibia,NA
Panaji,15.4989,73.8278,India,NA
Malbork,54.0333,19.0333,Poland,NA
Calpulalpan,19.5869,-98.5683,Mexico,NA
Wood Green,51.5981,-0.1149,United Kingdom,NA
Famagusta,35.125,33.9417,Cyprus,NA
Romblon,12.55,122.28,Philippines,NA
Zacatlan,19.9319,-97.96,Mexico,NA
Binaqadi,40.4661,49.8278,Azerbaijan,NA
Nallur,11.1003,77.3914,India,NA
Highbury,51.552,-0.097,United Kingdom,NA
Walkden,53.5239,-2.3991,United Kingdom,NA
Miyoshidai,35.8284,139.5265,Japan,NA
Cananea,30.9819,-110.3006,Mexico,NA
Chartres,48.456,1.484,France,NA
Parnu,58.3833,24.5,Estonia,NA
Samkir,40.8297,46.0189,Azerbaijan,NA
Whitley Bay,55.0456,-1.4443,United Kingdom,NA
Koekelberg,50.8667,4.3333,Belgium,NA
Ez Zahra,36.7439,10.3083,Tunisia,NA
Bletchley,51.994,-0.732,United Kingdom,NA
Impfondo,1.6333,18.0667,Congo,NA
Culver City,34.0058,-118.3968,United States,NA
Ban Na Pa,13.3956,101.0232,Thailand,NA
Dun Dealgan,54.009,-6.4049,Ireland,NA
Annapolis,38.9706,-76.5047,United States,NA
Billingham,54.61,-1.27,United Kingdom,NA
Lovech,43.1347,24.7172,Bulgaria,NA
Montclair,40.8253,-74.2111,United States,NA
Bjelovar,45.9,16.8333,Croatia,NA
Sensuntepeque,13.8667,-88.6333,El Salvador,NA
Grugliasco,45.068,7.5776,Italy,NA
Beeston,52.927,-1.215,United Kingdom,NA
Bouar,5.95,15.6,Central African Republic,NA
Soccorro,14.6179,121.0558,Philippines,NA
Long Eaton,52.898,-1.271,United Kingdom,NA
Montana,43.4075,23.2217,Bulgaria,NA
Camberley,51.335,-0.742,United Kingdom,NA
Valley Stream,40.6647,-73.7043,United States,NA
Agualva,38.77,-9.2988,Portugal,NA
Dunstable,51.886,-0.521,United Kingdom,NA
Houilles,48.9261,2.1892,France,NA
El Golea,30.6,2.9,Algeria,NA
Luebo,-5.35,21.4167,Congo,NA
Swords,53.4597,-6.2181,Ireland,NA
Port-Margot,19.75,-72.4333,Haiti,NA
Kanie,35.1322,136.7868,Japan,NA
Chachoengsao,13.6903,101.0703,Thailand,NA
Phonsavan,19.46,103.18,Laos,NA
Xacmaz,41.4708,48.8097,Azerbaijan,NA
Chelsea,42.3959,-71.0325,United States,NA
North Shields,55.0097,-1.4448,United Kingdom,NA
Brcko,44.8783,18.8092,Bosnia and Herzegovina,NA
Tumba,59.2,17.8167,Sweden,NA
Bugiri,0.5694,33.7486,Uganda,NA
Waipahu,21.3859,-158.0101,United States,NA
Samrong,13.6421,100.6039,Thailand,NA
Koumra,8.91,17.55,Chad,NA
Surin,14.8864,103.4932,Thailand,NA
Jordan,10.6,122.6,Philippines,NA
Bell Gardens,33.9663,-118.155,United States,NA
Bentota,6.42,80,Sri Lanka,NA
Massawa,15.6097,39.45,Eritrea,NA
Athis-Mons,48.7074,2.3889,France,NA
Effia-Kuma,4.9167,-1.75,Ghana,NA
Lincoln Park,42.2432,-83.1811,United States,NA
Pioltello,45.5,9.3333,Italy,NA
Aventura,25.9566,-80.1371,United States,NA
Fort Lee,40.8509,-73.9713,United States,NA
Alamat'a,12.4167,39.55,Ethiopia,NA
Vernier,46.2,6.1,Switzerland,NA
Les Lilas,48.88,2.42,France,NA
Sant'Antimo,40.9422,14.2348,Italy,NA
Wickford,51.6114,0.5207,United Kingdom,NA
Azezo,12.5586,37.4308,Ethiopia,NA
San Juan Despi,41.3668,2.057,Spain,NA
Touggourt,33.1,6.0667,Algeria,NA
Kalihati,24.3833,89.9833,Bangladesh,NA
Dafni,37.95,23.7333,Greece,NA
Park Ridge,42.0125,-87.8436,United States,NA
Celje,46.2358,15.2675,Slovenia,NA
Cabaret,18.7343,-72.4159,Haiti,NA
Sareh Mowndeh,13.4,-16.6833,Gambia,NA
Redcar,54.618,-1.069,United Kingdom,NA
Kaffrine,14.1014,-15.5432,Senegal,NA
Panuco,22.05,-98.1833,Mexico,NA
Creil,49.2583,2.4833,France,NA
Lydenburg,-25.096,30.446,South Africa,NA
Northolt,51.5467,-0.37,United Kingdom,NA
Herohalli,12.9911,77.4873,India,NA
Bridlington,54.0819,-0.1923,United Kingdom,NA
Oltenita,44.0867,26.6367,Romania,NA
Hanwell,51.509,-0.338,United Kingdom,NA
Istog,42.7833,20.4833,Kosovo,NA
Bezons,48.9261,2.2178,France,NA
Taibao,23.45,120.3333,Taiwan,NA
Premia de Mar,41.492,2.362,Spain,NA
Bollate,45.55,9.1167,Italy,NA
Durazno,-33.3667,-56.5167,Uruguay,NA
El Hajeb,33.6928,-5.3711,Morocco,NA
Ban Doi Suthep,18.7944,98.9142,Thailand,NA
Varazdin,46.3081,16.3378,Croatia,NA
Keizer,45.0028,-123.0243,United States,NA
Falkirk,56.0011,-3.7835,United Kingdom,NA
Bugembe,0.4675,33.2414,Uganda,NA
Faraskur,31.3297,31.7147,Egypt,NA
Tromso,69.6828,18.9428,Norway,NA
Zinacantan,16.7601,-92.7236,Mexico,NA
Nykoping,58.7531,17.0086,Sweden,NA
Abasolo,20.4511,-101.5289,Mexico,NA
Ayutuxtepeque,13.7356,-89.2017,El Salvador,NA
Romainville,48.884,2.435,France,NA
Lambarene,-0.6883,10.2319,Gabon,NA
Mission Bend,29.6948,-95.6658,United States,NA
Tuyen Quang,21.8167,105.2167,Vietnam,NA
Vrilissia,38.0333,23.8333,Greece,NA
Cholargos,38,23.8,Greece,NA
Adjumani,3.3772,31.7906,Uganda,NA
Barda,40.3744,47.1267,Azerbaijan,NA
Palaiseau,48.7145,2.2457,France,NA
Tunceli,39.1064,39.5472,Turkey,NA
Kline,42.6167,20.5667,Kosovo,NA
Bucha,50.5486,30.2208,Ukraine,NA
La Presa,32.711,-117.0027,United States,NA
Agia Varvara,38,23.65,Greece,NA
Schiltigheim,48.6078,7.75,France,NA
La Puente,34.0323,-117.9533,United States,NA
Wolomin,52.35,21.25,Poland,NA
Tomatlan,19.9333,-105.2333,Mexico,NA
Escuinapa,22.9822,-105.7031,Mexico,NA
Argyroupoli,37.9,23.75,Greece,NA
Choybalsan,48.0783,114.535,Mongolia,NA
Hitchin,51.947,-0.283,United Kingdom,NA
Shangzhuangcun,23.5226,116.7134,China,NA
